met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full
Lcystin,Lcystin,prausnitzii,Other,Healthy,8.702634394000201,12.504574797744565,13,Faecalibacterium prausnitzii
Putrescine,ptrc,thermophilus,Polyamine,Healthy,8.674418714763465,,1,thermophilus
Urea,urea,thermophilus,Other,Healthy,8.674418714763465,,1,thermophilus
Ethanol,etoh,amylovorus,Other,Healthy,8.625851213142846,,1,Lactobacillus amylovorus
Formate,for,formicigenerans,Other,Healthy,8.52704325034645,,1,Dorea formicigenerans
Deoxyadenosine,dad_2,uniformis,Other,Healthy,8.523121754016854,6.781416855990281,18,Bacteroides uniformis
Guanosine,gsn,uniformis,Other,Healthy,8.523121754016849,6.781416855990246,18,Bacteroides uniformis
Xylose,xyl_D,kashiwanohense,Other,Healthy,8.422885489093948,0.023570992498469875,2,Bifidobacterium kashiwanohense
Glucose,glc_D,distasonis,Other,Healthy,8.3936158863502,13.19865322082487,56,Parabacteroides distasonis
Adenine,ade,invisus,Other,Healthy,8.33333333333145,2.6672729948730997e-12,2,Dialister invisus
Formate,for,freundii,Other,Healthy,8.332685829823063,12.99878029387699,3,Citrobacter freundii
Cysteine,cys_L,multacida,Other,Healthy,8.290292964595602,,1,Mitsuokella multacida
Formate,for,disiens,Other,Healthy,8.228730229236971,17.41278954652965,5,Prevotella disiens
Formate,for,prausnitzii,Other,Healthy,8.139256208044685,,1,Faecalibacterium prausnitzii
Lysine,lys_L,thetaiotaomicron,Amino Acid,Healthy,8.138310829513237,,1,Bacteroides thetaiotaomicron
mqn8,mqn8,clara,Other,Healthy,8.071416213595487,7.143065995941785,3,Paraprevotella clara
Maltose,malt,eggerthii,Other,Healthy,8.05873548548879,14.272480477569433,16,Bacteroides eggerthii
Glutamate,glu_L,nucleatum,Amino Acid,Healthy,8.028534305143467,,1,Fusobacterium nucleatum
Asparagine,asn_L,clarus,Other,Healthy,7.961087737667846,,1,Bacteroides clarus
Lactate,lac_L,parvula,Other,Healthy,7.930258717660813,8.987971459402239,2,parvula
Succinate,succ,formicigenerans,Other,Healthy,7.920710253807758,24.46693526080065,40,Dorea formicigenerans
Galactose,gal,scardovii,Other,Healthy,7.8690368352528015,2.0537632743043575,2,Bifidobacterium scardovii
Acetate,ac,cellulosilyticus,SCFA,Healthy,7.7384456159534425,3.930923520744782,10,Bacteroides cellulosilyticus
Proton,h,youngae,Other,Healthy,7.705473928658677,,1,Citrobacter youngae
Asparagine,asn_L,thermophilus,Other,Healthy,7.692307692307723,,1,thermophilus
CO2,co2,amylovorus,Other,Healthy,7.665554702940623,,1,Lactobacillus amylovorus
Ornithine,orn,saccharogumia,Polyamine,Healthy,7.663440305321416,,1,Erysipelatoclostridium saccharogumia
Isoleucine,ile_L,bifidum,Amino Acid,Healthy,7.6523651106080575,,1,Bifidobacterium bifidum
Cytidine,cytd,bifidum,Other,Healthy,7.588346937120816,4.158163385158691,13,Bifidobacterium bifidum
Galactose,gal,sakazakii,Other,Healthy,7.57999616619985,,1,Cronobacter sakazakii
Succinate,succ,breve,Other,Healthy,7.563753629637649,2.7017512104513925,26,Bifidobacterium breve
Cysteine,cys_L,thetaiotaomicron,Other,Healthy,7.51560815764921,16.57923212957059,56,Bacteroides thetaiotaomicron
CO2,co2,bryantii,Other,Healthy,7.482073580502714,8.845346474326876,2,Prevotella bryantii
Nicotinate,nac,intestini,Other,Healthy,7.347117695344051,5.962132715087264,19,intestini
Isoleucine,ile_L,amylovorus,Amino Acid,Healthy,7.235485754465458,,1,Lactobacillus amylovorus
Thymidine,thymd,salyersiae,Other,Healthy,7.20334790348956,,1,Bacteroides salyersiae
Glucose,glc_D,bifidum,Other,Healthy,7.193598073582933,,1,Bifidobacterium bifidum
CO2,co2,putredinis,Other,Healthy,7.175234850929477,13.346174271440756,54,Alistipes putredinis
Cytidine,cytd,thetaiotaomicron,Other,Healthy,7.041964867470593,,1,Bacteroides thetaiotaomicron
Formate,for,goldsteinii,Other,Healthy,7.038062256410533,20.223843373191652,35,Parabacteroides goldsteinii
malttr,malttr,australis,Other,Healthy,6.944142385504065,4.278255095075049,2,australis
GABA,4abut,ovatus,Other,Healthy,6.886718740357912,,1,Bacteroides ovatus
3dhchol,3dhchol,pamelaeae,Other,Healthy,6.884900464674952,5.976764413640613,2,Gordonibacter pamelaeae
Lysine,lys_L,longum,Amino Acid,Healthy,6.87382297551801,,1,longum
meoh,meoh,subtilis,Other,Healthy,6.8349624527995445,,1,Bacillus subtilis
Lactate,lac_L,disiens,Other,Healthy,6.825969033444152,,1,Prevotella disiens
Hydrogen,h2,uniformis,Other,Healthy,6.802201759957529,,1,Bacteroides uniformis
Tetradecanoate,ttdca,merdae,Other,Healthy,6.750873833944802,6.507681075869181,8,merdae
Thymidine,thymd,distasonis,Other,Healthy,6.744035498648993,16.602350769286694,9,Parabacteroides distasonis
Glycine,gly,ovatus,Amino Acid,Healthy,6.7114703913094385,4.288579086197771,2,Bacteroides ovatus
Propionate,ppa,australis,SCFA,Healthy,6.681522717327276,,1,australis
strch2,strch2,pseudocatenulatum,Other,Healthy,6.677308094775655,5.434790210032329,8,Bifidobacterium pseudocatenulatum
Glucose,glc_D,paraputrificum,Other,Healthy,6.65483597520113,0.4671653223059135,2,Clostridium paraputrificum
Glucose,glc_D,eutactus,Other,Healthy,6.651127507824199,8.103298760561641,2,Coprococcus eutactus
Adenosine,adn,xylanisolvens,Other,Healthy,6.644808832920052,9.971203472869686,18,Bacteroides xylanisolvens
Acetate,ac,thermophilus,SCFA,Healthy,6.643319820592481,7.9599950829492805,2,thermophilus
Galactose,gal,pseudocatenulatum,Other,Healthy,6.545514936675031,9.208393155625977,12,Bifidobacterium pseudocatenulatum
Galactose,gal,subtilis,Other,Healthy,6.533494768145874,,1,Bacillus subtilis
Valine,val_L,cloacae,Other,Healthy,6.483325193070414,,1,Enterobacter cloacae
Ammonium,nh4,conceptionensis,Other,Healthy,6.409868300269778,,1,Prevotella conceptionensis
Histidine,his_L,longum,Other,Healthy,6.2611906989133175,12.624456124428493,9,longum
Valine,val_L,youngae,Other,Healthy,6.24190973146505,4.677064782023523,2,Citrobacter youngae
Glycerol,glyc,dentium,Other,Healthy,6.2290793201036685,20.882489504514897,13,Bifidobacterium dentium
Leucine,leu_L,bryantii,Amino Acid,Healthy,6.182858900371603,,1,Prevotella bryantii
Lysine,lys_L,ovatus,Amino Acid,Healthy,6.149333099324043,6.046603106114713,8,Bacteroides ovatus
Stearate,ocdca,xylanisolvens,Other,Healthy,6.14323676008881,0.2955539283800792,2,Bacteroides xylanisolvens
Phosphate,pi,asburiae,Other,Healthy,6.0920041367285185,,1,Enterobacter asburiae
L-Arabinose,arab_L,cellulosilyticus,Other,Healthy,6.043208521663438,9.16704954599837,24,Bacteroides cellulosilyticus
Ornithine,orn,aerofaciens,Polyamine,Healthy,6.023979544567027,4.806336348194313,3,Collinsella aerofaciens
Deoxyadenosine,dad_2,longum,Other,Healthy,5.940013149315601,9.235500261143017,48,longum
CO2,co2,evryensis,Other,Healthy,5.935533754136323,,1,Cloacibacillus evryensis
Galactose,gal,salyersiae,Other,Healthy,5.92772845923928,5.642787775628144,13,Bacteroides salyersiae
Galactose,gal,jalaludinii,Other,Healthy,5.875806050940411,,1,Mitsuokella jalaludinii
Lysine,lys_L,evryensis,Amino Acid,Healthy,5.7805740514901185,,1,Cloacibacillus evryensis
mqn8,mqn8,laneus,Other,Healthy,5.766672594992254,6.326275541208103,3,Odoribacter laneus
Glutamine,gln_L,exigua,Amino Acid,Healthy,5.750491054871432,,1,exigua
Thymidine,thymd,laneus,Other,Healthy,5.739794764693391,,1,Odoribacter laneus
Formate,for,evryensis,Other,Healthy,5.719504037392549,9.751628182277052,3,Cloacibacillus evryensis
Ammonium,nh4,denticola,Other,Healthy,5.713868234533379,,1,denticola
Succinate,succ,xylaniphila,Other,Healthy,5.677286857428043,14.967294850642125,33,Paraprevotella xylaniphila
Inosine,ins,fluxus,Other,Healthy,5.675136991706746,10.470780351737783,28,Bacteroides fluxus
malttr,malttr,cellulosilyticus,Other,Healthy,5.570421804853254,7.8504578551367805,2,Bacteroides cellulosilyticus
D-Lactate,lac_D,melaninogenica,Other,Healthy,5.56940417118723,,1,Prevotella melaninogenica
Urea,urea,uniformis,Other,Healthy,5.520855215107407,5.604136270175009,21,Bacteroides uniformis
Isoleucine,ile_L,formicigenerans,Amino Acid,Healthy,5.471688619540621,,1,Dorea formicigenerans
Glucose,glc_D,thetaiotaomicron,Other,Healthy,5.433180227444784,16.214574613967464,70,Bacteroides thetaiotaomicron
Adenine,ade,piscolens,Other,Healthy,5.39893458407582,,1,Pyramidobacter piscolens
Fructose,fru,hypermegale,Other,Healthy,5.382121012126225,3.921696383424258,8,Megamonas hypermegale
Isoleucine,ile_L,sinus,Amino Acid,Healthy,5.36839038517539,,1,Oribacterium sinus
Deoxycytidine,dcyt,xylanisolvens,Other,Healthy,5.330495688628762,3.8164190039413675,17,Bacteroides xylanisolvens
Alanine,ala_L,anginosus,Amino Acid,Healthy,5.263157894736864,,1,Streptococcus anginosus
Glycerol-3-Phosphate,glyc3p,mucilaginosa,Other,Healthy,5.210427844238608,,1,Rothia mucilaginosa
Butyrate,but,celatum,SCFA,Healthy,5.204342973378985,,1,Clostridium celatum
CO2,co2,mitsuokai,Other,Healthy,5.202270036534697,,1,Catenibacterium mitsuokai
Tetradecanoate,ttdca,thetaiotaomicron,Other,Healthy,5.174384803477353,,1,Bacteroides thetaiotaomicron
12ppd_S,12ppd_S,funiformis,Other,Healthy,5.16486312667616,6.078485048299331,2,Megamonas funiformis
Hydrogen,h2,medium,Other,Healthy,5.1092873647550485,6.613689555183398,91,Treponema medium
Acetaldehyde,acald,dentium,Other,Healthy,5.107745855820555,2.568168985279485,2,Bifidobacterium dentium
Galactose,gal,goldsteinii,Other,Healthy,5.058758616361862,5.540016101773231,6,Parabacteroides goldsteinii
Threonine,thr_L,funiformis,Amino Acid,Healthy,5.0536978506821955,1.3059441715528184,3,Megamonas funiformis
Histidine,his_L,breve,Other,Healthy,5.027437714337454,,1,Bifidobacterium breve
Ribose,rib_D,atypica,Other,Healthy,4.971401472263311,,1,Veillonella atypica
Glucose-6-Phosphate,g6p,veronii,Other,Healthy,4.888397576686397,,1,Aeromonas veronii
Deoxycytidine,dcyt,goldsteinii,Other,Healthy,4.843527889082893,,1,Parabacteroides goldsteinii
Methionine,met_L,buccae,Amino Acid,Healthy,4.8413296181732015,,1,Prevotella buccae
isochol,isochol,filiformis,Other,Healthy,4.777810329949565,1.402785245145061,2,Holdemania filiformis
Glycerol,glyc,albertii,Other,Healthy,4.765318903303006,9.42466174597506,7,Escherichia albertii
Cysteine,cys_L,mucilaginosa,Other,Healthy,4.764654229975989,,1,Rothia mucilaginosa
2ddglcn,2ddglcn,oxytoca,Other,Healthy,4.724203565315509,0.2865395020108858,2,Klebsiella oxytoca
Asparagine,asn_L,enterica,Other,Healthy,4.691669672718939,,1,Salmonella enterica
Glucose,glc_D,adolescentis,Other,Healthy,4.670327735605635,17.096148191042992,65,Bifidobacterium adolescentis
Tetradecanoate,ttdca,wadsworthia,Other,Healthy,4.612774194704136,,1,Bilophila wadsworthia
Xylose,xyl_D,fragilis,Other,Healthy,4.5821768072340445,8.401634467612562,35,fragilis
Deoxyadenosine,dad_2,alactolyticus,Other,Healthy,4.576503444658825,,1,alactolyticus
Galactose,gal,intestinihominis,Other,Healthy,4.553727105111619,5.52662537075052,3,intestinihominis
Asparagine,asn_L,clara,Other,Healthy,4.5457373351983055,3.3180900893462972,2,Paraprevotella clara
Phenylacetate,pac,gingivalis,Other,Healthy,4.5210997164723645,,1,gingivalis
Proline,pro_L,subtilis,Amino Acid,Healthy,4.495870863704555,,1,Bacillus subtilis
Histidine,his_L,funiformis,Other,Healthy,4.464650753094265,4.690820902853724,3,Megamonas funiformis
strch2,strch2,pseudolongum,Other,Healthy,4.456845335696077,,1,Bifidobacterium pseudolongum
Malate,mal_L,intestini,Other,Healthy,4.424959835669995,,1,intestini
Inosine,ins,merdae,Other,Healthy,4.421613591618936,,1,merdae
CO2,co2,intestini,Other,Healthy,4.386506963475052,10.098689630574356,6,intestini
26dap_M,26dap_M,hadrus,Other,Healthy,4.367733309431507,5.190775790687862,2,Anaerostipes hadrus
Tetradecanoate,ttdca,uniformis,Other,Healthy,4.323315131122871,11.63528785745762,46,Bacteroides uniformis
Thymidine,thymd,uniformis,Other,Healthy,4.302010633513763,1.7237540417652681,9,Bacteroides uniformis
Glycerol,glyc,funiformis,Other,Healthy,4.273623405880921,8.156874766551033,10,Megamonas funiformis
Succinate,succ,mutans,Other,Healthy,4.2644636681232795,1.2426644299177085,3,Streptococcus mutans
D-Lactate,lac_D,piger,Other,Healthy,4.254226408820259,,1,Desulfovibrio piger
Ornithine,orn,durum,Polyamine,Healthy,4.2338263593608145,1.4156012304351802,4,Corynebacterium durum
Cysteine,cys_L,excrementihominis,Other,Healthy,4.206935161692611,,1,Parasutterella excrementihominis
2obut,2obut,bifidum,Other,Healthy,4.155279916913766,11.617936446023664,15,Bifidobacterium bifidum
Ornithine,orn,intestini,Polyamine,Healthy,4.153552284172515,0.3283120429805537,3,intestini
Formate,for,fragilis,Other,Healthy,4.136374892852944,14.736800359586216,52,fragilis
levantttr,levantttr,cellulosilyticus,Other,Healthy,4.103385194388706,4.588452964337824,17,Bacteroides cellulosilyticus
Glycine,gly,multacida,Amino Acid,Healthy,4.0001784081170895,,1,Mitsuokella multacida
Phosphate,pi,funiformis,Other,Healthy,3.9614514701829506,,1,Megamonas funiformis
Cytidine,cytd,putredinis,Other,Healthy,3.949158082163276,3.1229067357538316,3,Alistipes putredinis
csn,csn,limosum,Other,Healthy,3.946298231701758,,1,Eubacterium limosum
Deoxyguanosine,dgsn,invisus,Other,Healthy,3.91809908998989,0.6077257472280722,2,Dialister invisus
CO2,co2,hormaechei,Other,Healthy,3.8865428565787457,,1,Enterobacter hormaechei
2obut,2obut,stercorea,Other,Healthy,3.8727395453251194,17.338811259256868,44,Prevotella stercorea
Arginine,arg_L,thetaiotaomicron,Polyamine,Healthy,3.872014722264039,,1,Bacteroides thetaiotaomicron
Cytidine,cytd,adolescentis,Other,Healthy,3.8600983826453925,2.959722798078735,34,Bifidobacterium adolescentis
Glycerol,glyc,cloacae,Other,Healthy,3.8529779470540086,5.568487643584932,5,Enterobacter cloacae
Succinate,succ,defectiva,Other,Healthy,3.7547635304622977,,1,Abiotrophia defectiva
Phosphate,pi,oxytoca,Other,Healthy,3.7186538863479086,,1,Klebsiella oxytoca
2ddglcn,2ddglcn,sakazakii,Other,Healthy,3.7147133288446903,,1,Cronobacter sakazakii
Formate,for,bryantii,Other,Healthy,3.7094954084104947,8.37792666677921,12,Prevotella bryantii
Formate,for,distasonis,Other,Healthy,3.697256689592263,12.72613901563678,90,Parabacteroides distasonis
Deoxycytidine,dcyt,intestinihominis,Other,Healthy,3.670713713812802,,1,intestinihominis
Inosine,ins,clarus,Other,Healthy,3.655795278323418,5.752309615351078,53,Bacteroides clarus
Formate,for,xylanisolvens,Other,Healthy,3.622432220656044,2.8497063273500376,13,Bacteroides xylanisolvens
Glucose,glc_D,amylovorus,Other,Healthy,3.6171161485056893,,1,Lactobacillus amylovorus
Thymidine,thymd,kashiwanohense,Other,Healthy,3.6158017668039135,,1,Bifidobacterium kashiwanohense
Adenine,ade,forsythia,Other,Healthy,3.58678844799131,,1,Tannerella forsythia
Fructose,fru,sakazakii,Other,Healthy,3.5475340114570724,,1,Cronobacter sakazakii
Valine,val_L,hormaechei,Other,Healthy,3.5454066680303313,,1,Enterobacter hormaechei
Trimethylamine,tma,oxytoca,Other,Healthy,3.539450400634673,0.699092402781501,2,Klebsiella oxytoca
Galactose,gal,cellulosilyticus,Other,Healthy,3.5370177677920647,7.467595797727352,28,Bacteroides cellulosilyticus
Glycine,gly,excrementihominis,Amino Acid,Healthy,3.434568195310311,,1,Parasutterella excrementihominis
D-Lactate,lac_D,saccharogumia,Other,Healthy,3.428320535147016,,1,Erysipelatoclostridium saccharogumia
Galactose,gal,oxytoca,Other,Healthy,3.400846676156325,5.057531254301722,3,Klebsiella oxytoca
Thymidine,thymd,thetaiotaomicron,Other,Healthy,3.359381906795891,2.7133852699892667,3,Bacteroides thetaiotaomicron
Acetaldehyde,acald,angulatum,Other,Healthy,3.3566930792330822,,1,Bifidobacterium angulatum
gcald,gcald,bifidum,Other,Healthy,3.3494321860383045,13.279282138532405,16,Bifidobacterium bifidum
Succinate,succ,intestini,Other,Healthy,3.172866475997683,12.820102930259722,17,intestini
Deoxyadenosine,dad_2,buccae,Other,Healthy,3.1105557403143678,5.25735078561792,4,Prevotella buccae
Fructose,fru,thetaiotaomicron,Other,Healthy,3.0793709992032965,7.06446013101685,15,Bacteroides thetaiotaomicron
Inosine,ins,synergistica,Other,Healthy,3.048869854327514,,1,Butyricimonas synergistica
Maltose,malt,distasonis,Other,Healthy,3.041393828338757,4.330799065712123,20,Parabacteroides distasonis
Guanosine,gsn,fragilis,Other,Healthy,3.0397328378105994,3.9374319648811427,5,fragilis
Inosine,ins,graminisolvens,Other,Healthy,3.0258971084317614,,1,Bacteroides graminisolvens
Galactose,gal,breve,Other,Healthy,3.0052004908219883,0.1644133425778443,2,Bifidobacterium breve
mqn8,mqn8,nordii,Other,Healthy,2.961527486037308,0.9586409669259458,8,Bacteroides nordii
Galacturonate,galur,ovatus,Other,Healthy,2.954780891428423,12.146930924368666,105,Bacteroides ovatus
Succinate,succ,medium,Other,Healthy,2.9464915912161205,1.0629961018294207,2,Treponema medium
mqn8,mqn8,faecis,Other,Healthy,2.9401223662024503,0.9715109779467105,11,faecis
Glutamate,glu_L,parvula,Amino Acid,Healthy,2.933244140461113,3.170679577162286,2,parvula
Maltose,malt,merdae,Other,Healthy,2.917920334551122,3.5197990295446178,13,merdae
malttr,malttr,angulatum,Other,Healthy,2.9141820369105176,,1,Bifidobacterium angulatum
12ppd_S,12ppd_S,merdae,Other,Healthy,2.902652981424768,1.1279670557051202,5,merdae
malttr,malttr,breve,Other,Healthy,2.866770447641329,3.0344631152336694,5,Bifidobacterium breve
Maltose,malt,multacida,Other,Healthy,2.8420164109649035,,1,Mitsuokella multacida
Propionate,ppa,medium,SCFA,Healthy,2.8402267543581576,3.692904655740883,98,Treponema medium
Inosine,ins,xylaniphila,Other,Healthy,2.8140057816833752,2.5036255445758533,35,Paraprevotella xylaniphila
Hydrogen Sulfide,h2s,medium,Other,Healthy,2.8081831327219136,0.5569279416075599,119,Treponema medium
Tetradecanoate,ttdca,ovatus,Other,Healthy,2.7909333749074228,2.056170433754871,11,Bacteroides ovatus
Fructose,fru,plautii,Other,Healthy,2.787659290458121,,1,Flavonifractor plautii
Valine,val_L,dentocariosa,Other,Healthy,2.7862696770981685,,1,Rothia dentocariosa
L-Arabinose,arab_L,fragilis,Other,Healthy,2.761573774255887,4.973989169613638,36,fragilis
Palmitate,hdca,distasonis,Lipid / Fatty Acid,Healthy,2.6818162957132654,,1,Parabacteroides distasonis
Formate,for,aeruginosa,Other,Healthy,2.680364573193426,2.2256464642538463,3,Pseudomonas aeruginosa
Deoxyadenosine,dad_2,distasonis,Other,Healthy,2.611102470846545,1.619764086146072,96,Parabacteroides distasonis
Inosine,ins,clara,Other,Healthy,2.5998416823422614,0.9838930641637981,46,Paraprevotella clara
Glycerol,glyc,prausnitzii,Other,Healthy,2.585090739794304,8.548268179584284,30,Faecalibacterium prausnitzii
Xylose,xyl_D,pseudocatenulatum,Other,Healthy,2.5730656088412616,5.398865073736043,5,Bifidobacterium pseudocatenulatum
Thymidine,thymd,longum,Other,Healthy,2.5663703338971495,1.1357438320087438,42,longum
Cysteine,cys_L,forsythia,Other,Healthy,2.559140080147979,,1,Tannerella forsythia
mqn8,mqn8,salyersiae,Other,Healthy,2.5566351563080634,1.2485015370603871,10,Bacteroides salyersiae
Inosine,ins,freundii,Other,Healthy,2.5495368410509944,,1,Citrobacter freundii
D-Lactate,lac_D,bryantii,Other,Healthy,2.521774814713268,3.796015936046629,9,Prevotella bryantii
Inosine,ins,oxytoca,Other,Healthy,2.5140852004560856,0.7596692654571459,2,Klebsiella oxytoca
Xylose,xyl_D,xylanisolvens,Other,Healthy,2.499655503379147,7.455277293230193,79,Bacteroides xylanisolvens
D-Alanine,ala_D,amylovorus,Other,Healthy,2.490656528257409,,1,Lactobacillus amylovorus
Inosine,ins,nordii,Other,Healthy,2.4896043999777473,1.383615676470771,4,Bacteroides nordii
Aspartate,asp_L,pseudocatenulatum,Amino Acid,Healthy,2.4055923457733,,1,Bifidobacterium pseudocatenulatum
Ribose,rib_D,medium,Other,Healthy,2.3862972472157966,,1,Treponema medium
ppi,ppi,succinatiphilus,Other,Healthy,2.350916808459207,,1,Dialister succinatiphilus
Galactose,gal,merdae,Other,Healthy,2.3457373674071254,5.27930012918088,17,merdae
Maltose,malt,inulinivorans,Other,Healthy,2.341957998471874,2.7890965838097634,13,Roseburia inulinivorans
Deoxyadenosine,dad_2,splanchnicus,Other,Healthy,2.318227888444887,1.8205555917749792,69,Odoribacter splanchnicus
Uracil,ura,medium,Other,Healthy,2.316108272629648,0.9603767071577928,112,Treponema medium
Dodecanoate,ddca,distasonis,Other,Healthy,2.2806293471287002,,1,Parabacteroides distasonis
Leucine,leu_L,funiformis,Amino Acid,Healthy,2.2792503393971493,1.979852712358004,5,Megamonas funiformis
Glucose,glc_D,ovatus,Other,Healthy,2.2646230256354425,8.431777985345953,98,Bacteroides ovatus
Deoxycytidine,dcyt,thetaiotaomicron,Other,Healthy,2.2593638328113355,1.8168022221120983,10,Bacteroides thetaiotaomicron
CO2,co2,veroralis,Other,Healthy,2.2519857920440582,2.3787617947621538,2,Prevotella veroralis
Glycerol,glyc,distasonis,Other,Healthy,2.147192908604705,8.365294216681242,53,Parabacteroides distasonis
Aspartate,asp_L,hypermegale,Amino Acid,Healthy,2.1390715170340115,,1,Megamonas hypermegale
Deoxyadenosine,dad_2,fragilis,Other,Healthy,2.1161323396471685,1.242429981985813,2,fragilis
Deoxyadenosine,dad_2,pallens,Other,Healthy,2.114559014748433,,1,pallens
3mop,3mop,jalaludinii,Other,Healthy,2.1026036978929596,,1,Mitsuokella jalaludinii
Inosine,ins,medium,Other,Healthy,2.0872978559957085,1.0397938297429754,60,Treponema medium
Fructose,fru,inulinivorans,Other,Healthy,2.083558039429959,3.79014045307559,4,Roseburia inulinivorans
Deoxyadenosine,dad_2,bivia,Other,Healthy,2.0646861048120955,0.5482118126347494,5,Prevotella bivia
CO2,co2,nanceiensis,Other,Healthy,2.0510164923579848,,1,Prevotella nanceiensis
Glucose,glc_D,ramosum,Other,Healthy,2.0482801146634175,2.218553634018409,6,ramosum
Thymidine,thymd,onderdonkii,Other,Healthy,2.0443807439543322,2.2687374994229996,2,Alistipes onderdonkii
Galactose,gal,longum,Other,Healthy,2.025818454881571,3.7020629721198914,34,longum
Phenylacetate,pac,medium,Other,Healthy,2.01506872759702,0.42417568606277045,118,Treponema medium
Lysine,lys_L,uniformis,Amino Acid,Healthy,2.0075130777602017,1.3436818763520684,11,Bacteroides uniformis
Nicotinate,nac,garvieae,Other,Healthy,2.0049469928563606,,1,Lactococcus garvieae
tym,tym,vestibularis,Other,Healthy,2.0022338709788468,,1,Streptococcus vestibularis
malttr,malttr,ovatus,Other,Healthy,1.9883078556194727,4.981213837186771,17,Bacteroides ovatus
Uridine,uri,parasanguinis,Other,Healthy,1.9612524296366727,,1,Streptococcus parasanguinis
Fructose,fru,ramosum,Other,Healthy,1.9500158716020337,0.9426310642220116,2,ramosum
malttr,malttr,morbillorum,Other,Healthy,1.935583124236188,,1,Gemella morbillorum
Deoxyadenosine,dad_2,denticola,Other,Healthy,1.9345286155626127,,1,denticola
D-Lactate,lac_D,youngae,Other,Healthy,1.925426826016178,,1,Citrobacter youngae
Ammonium,nh4,medium,Other,Healthy,1.90723566592158,0.8304556642333134,5,Treponema medium
Maltose,malt,fragilis,Other,Healthy,1.8964374914758415,3.4553439712493788,26,fragilis
Glycerol,glyc,intestinihominis,Other,Healthy,1.8584536838607413,7.0806584912330255,22,intestinihominis
Xanthine,xan,medium,Other,Healthy,1.8391036929185014,1.8123248896642994,31,Treponema medium
Inosine,ins,salyersiae,Other,Healthy,1.8241883232612872,1.2019891919813532,13,Bacteroides salyersiae
Nicotinate,nac,medium,Other,Healthy,1.793399636020114,0.27797084448404613,119,Treponema medium
Galacturonate,galur,thetaiotaomicron,Other,Healthy,1.781298182370825,8.86011687415983,83,Bacteroides thetaiotaomicron
Mannose,man,ovatus,Other,Healthy,1.7781362395140263,5.623520552833243,35,Bacteroides ovatus
Stearate,ocdca,ovatus,Other,Healthy,1.7654160294211723,1.4356985210671775,3,Bacteroides ovatus
Stearate,ocdca,medium,Other,Healthy,1.7647863494686842,0.667699252966704,95,Treponema medium
Inosine,ins,oleiciplenus,Other,Healthy,1.762870769358266,1.0796585458707397,40,Bacteroides oleiciplenus
Adenosine,adn,thetaiotaomicron,Other,Healthy,1.757538555023448,1.841227888456174,9,Bacteroides thetaiotaomicron
Hypoxanthine,hxan,medium,Other,Healthy,1.6977159094500183,1.3745247717597369,96,Treponema medium
Xylose,xyl_D,longum,Other,Healthy,1.6800949061549795,3.210416706887552,13,longum
Galacturonate,galur,prausnitzii,Other,Healthy,1.6250505518359286,2.170279026560427,15,Faecalibacterium prausnitzii
Inosine,ins,onderdonkii,Other,Healthy,1.6038049793496645,0.7319974130132472,15,Alistipes onderdonkii
Lactate,lac_L,dentocariosa,Other,Healthy,1.5914293873433984,,1,Rothia dentocariosa
Glycerol,glyc,graminisolvens,Other,Healthy,1.584938248967316,,1,Bacteroides graminisolvens
Adenosine,adn,uniformis,Other,Healthy,1.584772669885852,1.3298800123671177,7,Bacteroides uniformis
L-Arabinose,arab_L,thetaiotaomicron,Other,Healthy,1.5748232635034998,7.166300722980518,87,Bacteroides thetaiotaomicron
Formate,for,asburiae,Other,Healthy,1.5701610687282135,0.5328607446008431,2,Enterobacter asburiae
Inosine,ins,ovatus,Other,Healthy,1.5601839430423443,0.5248363487621477,2,Bacteroides ovatus
Deoxyadenosine,dad_2,intermedia,Other,Healthy,1.5592869383059214,,1,intermedia
Deoxyadenosine,dad_2,ruminicola,Other,Healthy,1.5575802722263177,0.3377173402331143,2,ruminicola
Inosine,ins,salivae,Other,Healthy,1.5569199677621122,,1,Prevotella salivae
L-Arabinose,arab_L,pseudocatenulatum,Other,Healthy,1.5438393653047568,3.239319044241626,5,Bifidobacterium pseudocatenulatum
Alpha-Ketoglutarate,akg,jalaludinii,Other,Healthy,1.53976906248882,,1,Mitsuokella jalaludinii
5mthf,5mthf,adolescentis,Other,Healthy,1.5087681177362242,0.3617063420254922,2,Bifidobacterium adolescentis
malttr,malttr,adolescentis,Other,Healthy,1.5067327889643136,2.584628140362039,68,Bifidobacterium adolescentis
Maltose,malt,ovatus,Other,Healthy,1.4843727380889817,4.3172448822517975,24,Bacteroides ovatus
L-Arabinose,arab_L,ovatus,Other,Healthy,1.4737085592103092,6.806868521380208,78,Bacteroides ovatus
Xylose,xyl_D,ovatus,Other,Healthy,1.4711481598332212,7.5490157511255,79,Bacteroides ovatus
Threonine,thr_L,hadrus,Amino Acid,Healthy,1.4427896869955248,,1,Anaerostipes hadrus
Deoxyadenosine,dad_2,disiens,Other,Healthy,1.4392164531119944,0.1813519298443117,2,Prevotella disiens
Galactose,gal,ovatus,Other,Healthy,1.4361921399008244,7.834579951839183,96,Bacteroides ovatus
12ppd_S,12ppd_S,medium,Other,Healthy,1.4171503732274084,,1,Treponema medium
Butyrate,but,medium,SCFA,Healthy,1.3860520094062017,1.394407190304969,10,Treponema medium
