met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full,da_early,da_adv
Acetate,ac,intestinihominis,SCFA,Advanced_CRC,12.896782937466952,17.841923136913042,38,intestinihominis,True,False
Lcystin,Lcystin,prausnitzii,Other,Advanced_CRC,12.837643017325812,10.367112903027657,7,Faecalibacterium prausnitzii,True,False
Threonine,thr_L,intestinihominis,Amino Acid,Advanced_CRC,11.913655054277342,,1,intestinihominis,True,False
GABA,4abut,intestinihominis,Other,Advanced_CRC,11.89108214818033,,1,intestinihominis,True,False
Arginine,arg_L,wadsworthia,Polyamine,Advanced_CRC,10.649632487534348,7.945716784654808,7,Bilophila wadsworthia,False,True
Propionate,ppa,inulinivorans,SCFA,Advanced_CRC,10.510475484496906,3.8465072100745754,2,Roseburia inulinivorans,True,False
Galactose,gal,intestinihominis,Other,Advanced_CRC,9.996169736250602,4.455779952803449,3,intestinihominis,True,False
Glycerol,glyc,prausnitzii,Other,Advanced_CRC,9.649886589695619,20.589874029920313,52,Faecalibacterium prausnitzii,True,False
Isoleucine,ile_L,wadsworthia,Amino Acid,Advanced_CRC,9.121590547385495,12.822565968572725,2,Bilophila wadsworthia,False,True
Nicotinate,nac,intestini,Other,Advanced_CRC,8.067458338698188,5.068794672997726,19,intestini,True,False
Water,h2o,bifidum,Other,Advanced_CRC,7.0095479190386705,,1,Bifidobacterium bifidum,False,True
2obut,2obut,bifidum,Other,Advanced_CRC,7.006859206188546,26.042343650260563,14,Bifidobacterium bifidum,False,True
Cytidine,cytd,bifidum,Other,Advanced_CRC,6.795984897556463,3.1840081850643385,16,Bifidobacterium bifidum,False,True
N-Acetylglucosamine,acgam,intestinihominis,Other,Advanced_CRC,6.716362413602717,,1,intestinihominis,True,False
Glucose,glc_D,bifidum,Other,Advanced_CRC,4.910904021892154,5.371582763048026,4,Bifidobacterium bifidum,False,True
Fructose,fru,inulinivorans,Other,Advanced_CRC,4.8654505366649135,7.076882440443044,10,Roseburia inulinivorans,True,False
Histidine,his_L,hadrus,Other,Advanced_CRC,4.615384615384301,,1,Anaerostipes hadrus,False,True
Thymidine,thymd,faecis,Other,Advanced_CRC,3.903463407144239,,1,faecis,False,True
Histidine,his_L,prausnitzii,Other,Advanced_CRC,3.3794679511583325,4.311931102821422,5,Faecalibacterium prausnitzii,True,False
Ornithine,orn,intestini,Polyamine,Advanced_CRC,3.114815588044055,1.9359911413236328,3,intestini,True,False
Maltose,malt,inulinivorans,Other,Advanced_CRC,2.1006880926115548,1.1618211472632078,18,Roseburia inulinivorans,True,False
mqn8,mqn8,faecis,Other,Advanced_CRC,1.9993073039506601,1.0688682007345713,10,faecis,False,True
Galacturonate,galur,prausnitzii,Other,Advanced_CRC,1.9826942700368475,2.0284682087455272,9,Faecalibacterium prausnitzii,True,False
Inosine,ins,onderdonkii,Other,Advanced_CRC,1.2633617883930643,0.8381276584249495,28,Alistipes onderdonkii,True,False
gcald,gcald,bifidum,Other,Advanced_CRC,1.199711199566317,4.844736233818557,17,Bifidobacterium bifidum,False,True
Inosine,ins,faecis,Other,Advanced_CRC,1.1036712014970118,0.8669229693865452,32,faecis,False,True
CO2,co2,intestini,Other,Advanced_CRC,1.0819890436229087,1.09794979222027,2,intestini,True,False
meoh,meoh,prausnitzii,Other,Advanced_CRC,0.9913471350184238,1.0142341043727636,9,Faecalibacterium prausnitzii,True,False
malttr,malttr,inulinivorans,Other,Advanced_CRC,0.8814149970825556,2.606875726421446,74,Roseburia inulinivorans,True,False
Tyrosine,tyr_L,inulinivorans,Other,Advanced_CRC,0.6795464242466018,,1,Roseburia inulinivorans,True,False
Glycerol,glyc,faecis,Other,Advanced_CRC,0.6036675143696618,0.26959708147463557,31,faecis,False,True
Fructose,fru,bifidum,Other,Advanced_CRC,0.5968568671906951,,1,Bifidobacterium bifidum,False,True
gcald,gcald,hadrus,Other,Advanced_CRC,0.2952698426836687,0.2729493930102886,37,Anaerostipes hadrus,False,True
Formate,for,hadrus,Other,Advanced_CRC,0.261303765921173,0.2159831217327558,34,Anaerostipes hadrus,False,True
Thymidine,thymd,intestinihominis,Other,Advanced_CRC,0.22214184597185516,,1,intestinihominis,True,False
gcald,gcald,faecis,Other,Advanced_CRC,0.2179411794498077,0.11930010730912434,141,faecis,False,True
Glycerol,glyc,intestinihominis,Other,Advanced_CRC,0.16020598106374526,0.14254135763820366,36,intestinihominis,True,False
Adenosine,adn,intestinihominis,Other,Advanced_CRC,0.15199198422839802,0.2693590683997491,33,intestinihominis,True,False
Succinate,succ,intestini,Other,Advanced_CRC,0.0929940559090755,0.05842828750058435,19,intestini,True,False
Succinate,succ,bifidum,Other,Advanced_CRC,0.024424059627402555,,1,Bifidobacterium bifidum,False,True
Oxygen,o2,intestini,Other,Advanced_CRC,0.015499009318179257,0.009738047916764058,19,intestini,True,False
Oxygen,o2,bifidum,Other,Advanced_CRC,0.0123465747696052,0.005728784695883986,16,Bifidobacterium bifidum,False,True
Hydrogen,h2,intestini,Other,Early_CRC,94.56901564318065,,1,intestini,True,False
Phenylalanine,phe_L,bifidum,Other,Early_CRC,93.0963893274668,3.0610295569777004,2,Bifidobacterium bifidum,False,True
Uridine,uri,bifidum,Other,Early_CRC,92.78640076288625,,1,Bifidobacterium bifidum,False,True
Aspartate,asp_L,wadsworthia,Amino Acid,Early_CRC,90.69722144767695,4.471073940370672,3,Bilophila wadsworthia,False,True
Ammonium,nh4,prausnitzii,Other,Early_CRC,89.15926575030414,,1,Faecalibacterium prausnitzii,True,False
Ornithine,orn,faecis,Polyamine,Early_CRC,87.04693406766371,19.12987894921915,38,faecis,False,True
Tryptophan,trp_L,hadrus,Indole / Tryptophan,Early_CRC,86.95961496967674,,1,Anaerostipes hadrus,False,True
Indole,indole,onderdonkii,Other,Early_CRC,83.67751159034007,31.249810432626585,20,Alistipes onderdonkii,True,False
Guanine,gua,faecis,Other,Early_CRC,83.60844802408965,25.79876225309758,18,faecis,False,True
Glycerol-3-Phosphate,glyc3p,onderdonkii,Other,Early_CRC,82.5497222652707,8.03836833008341,2,Alistipes onderdonkii,True,False
Uridine,uri,faecis,Other,Early_CRC,82.2328502795984,26.120642988579426,19,faecis,False,True
Proton,h,intestini,Other,Early_CRC,82.01039996466508,17.47426748539828,5,intestini,True,False
Glycine,gly,inulinivorans,Amino Acid,Early_CRC,80.37221764658906,,1,Roseburia inulinivorans,True,False
Glutamine,gln_L,onderdonkii,Amino Acid,Early_CRC,76.26061677997717,19.38769294810381,18,Alistipes onderdonkii,True,False
Succinate,succ,wadsworthia,Other,Early_CRC,73.01681620926605,19.982347007706647,3,Bilophila wadsworthia,False,True
Alanine,ala_L,faecis,Amino Acid,Early_CRC,71.54194085056565,31.640102441009113,2,faecis,False,True
Deoxyadenosine,dad_2,onderdonkii,Other,Early_CRC,71.53577815882169,35.18061194545602,21,Alistipes onderdonkii,True,False
Glycine,gly,bifidum,Amino Acid,Early_CRC,71.39817939957243,29.2273719714801,4,Bifidobacterium bifidum,False,True
Fumarate,fum,wadsworthia,Other,Early_CRC,70.53145719596621,25.29809061768728,7,Bilophila wadsworthia,False,True
Indole,indole,hadrus,Other,Early_CRC,70.34090701626413,41.69575265758988,6,Anaerostipes hadrus,False,True
Glutamine,gln_L,bifidum,Amino Acid,Early_CRC,69.00475270210215,33.323194564283284,3,Bifidobacterium bifidum,False,True
Uridine,uri,onderdonkii,Other,Early_CRC,68.73056642420204,37.480422059471564,19,Alistipes onderdonkii,True,False
Glutamate,glu_L,hadrus,Amino Acid,Early_CRC,68.14501837927637,25.66093108146274,2,Anaerostipes hadrus,False,True
Acetate,ac,faecis,SCFA,Early_CRC,67.32247286634662,36.716261210822594,8,faecis,False,True
Proline,pro_L,bifidum,Amino Acid,Early_CRC,67.29639659967148,,1,Bifidobacterium bifidum,False,True
Adenosine,adn,onderdonkii,Other,Early_CRC,67.16659622849184,39.087903614206546,14,Alistipes onderdonkii,True,False
N-Acetylglucosamine,acgam,prausnitzii,Other,Early_CRC,66.66666666666727,,1,Faecalibacterium prausnitzii,True,False
Phosphate,pi,onderdonkii,Other,Early_CRC,66.62281017897494,29.479548471045597,34,Alistipes onderdonkii,True,False
Proton,h,wadsworthia,Other,Early_CRC,66.56170340592992,12.794514902232336,3,Bilophila wadsworthia,False,True
Lysine,lys_L,faecis,Amino Acid,Early_CRC,66.53473629649416,39.598181974285254,3,faecis,False,True
Alanine,ala_L,wadsworthia,Amino Acid,Early_CRC,66.16937448237478,50.31098299399493,3,Bilophila wadsworthia,False,True
Water,h2o,onderdonkii,Other,Early_CRC,65.96941737388181,20.744737140785908,6,Alistipes onderdonkii,True,False
Alanine,ala_L,intestini,Amino Acid,Early_CRC,65.8697790556837,41.601072504021765,3,intestini,True,False
Butyrate,but,prausnitzii,SCFA,Early_CRC,65.62500000008659,,1,Faecalibacterium prausnitzii,True,False
Succinate,succ,faecis,Other,Early_CRC,65.56900228709048,26.437303827022856,12,faecis,False,True
Alanine,ala_L,onderdonkii,Amino Acid,Early_CRC,65.12654421120034,26.236811871684715,5,Alistipes onderdonkii,True,False
Glycine,gly,prausnitzii,Amino Acid,Early_CRC,64.60655189086988,29.16408810009138,8,Faecalibacterium prausnitzii,True,False
Ammonium,nh4,intestini,Other,Early_CRC,64.27652673696288,36.73635745822992,3,intestini,True,False
Butyrate,but,intestini,SCFA,Early_CRC,63.95464332646717,48.08023364355017,3,intestini,True,False
Xanthine,xan,bifidum,Other,Early_CRC,63.56366131632564,8.826471516127036,2,Bifidobacterium bifidum,False,True
Lactate,lac_L,inulinivorans,Other,Early_CRC,63.38699900751743,32.103309435206036,4,Roseburia inulinivorans,True,False
CO2,co2,inulinivorans,Other,Early_CRC,63.05133754109293,25.554999843578795,19,Roseburia inulinivorans,True,False
Glycerol-3-Phosphate,glyc3p,intestinihominis,Other,Early_CRC,62.62821009538802,36.00578725617559,7,intestinihominis,True,False
Acetate,ac,intestini,SCFA,Early_CRC,62.605029149051305,17.280686072124073,4,intestini,True,False
Ammonium,nh4,faecis,Other,Early_CRC,62.28730290308899,22.458610647510493,5,faecis,False,True
Ammonium,nh4,intestinihominis,Other,Early_CRC,62.11006173602964,30.14245632727264,7,intestinihominis,True,False
D-Lactate,lac_D,prausnitzii,Other,Early_CRC,61.339623834037866,22.979553320986124,2,Faecalibacterium prausnitzii,True,False
