epithet,taxon_full,mean_flux,pathway,genus_micom,genus_shap,species,mean_shap,model,metabolite,kegg_id,stage,display_species,genus_confirmed
cristatus,Streptococcus cristatus,94.73684210525538,Amino Acid,Streptococcus,,,,,Isoleucine,C00407,Advanced_CRC,Streptococcus cristatus,False
desulfuricans,Desulfovibrio desulfuricans,95.39724550906014,Amino Acid,Desulfovibrio,,,,,Isoleucine,C00407,Advanced_CRC,Desulfovibrio desulfuricans,False
enterocolitica,Yersinia enterocolitica,85.82081555565287,Amino Acid,Yersinia,,,,,Isoleucine,C00407,Advanced_CRC,Yersinia enterocolitica,False
faecium,,,,,Gallimonas,Gallimonas faecium,0.0049361278920729,SVR,Isoleucine,C00407,Advanced_CRC,Gallimonas faecium,False
longum,,,,,Bifidobacterium,Bifidobacterium longum,0.0079343112263185,SVR,Isoleucine,C00407,Advanced_CRC,Bifidobacterium longum,True
mortiferum,,,,,Fusobacterium_A,Fusobacterium_A mortiferum,0.0138788629778918,SVR,Isoleucine,C00407,Advanced_CRC,Fusobacterium_A mortiferum,False
ornithinolytica,,,,,Klebsiella,Klebsiella ornithinolytica,0.0130091556423128,SVR,Isoleucine,C00407,Advanced_CRC,Klebsiella ornithinolytica,True
propinquum,Corynebacterium propinquum,95.13457236467488,Amino Acid,Corynebacterium,,,,,Isoleucine,C00407,Advanced_CRC,Corynebacterium propinquum,False
pullicaecorum,Butyricicoccus pullicaecorum,82.95372902028438,Amino Acid,Butyricicoccus,,,,,Isoleucine,C00407,Advanced_CRC,Butyricicoccus pullicaecorum,False
pullicola,,,,,Egerieicola,Egerieicola pullicola,0.0121850427632336,SVR,Isoleucine,C00407,Advanced_CRC,Egerieicola pullicola,False
rohdei,Yersinia rohdei,95.3556591660226,Amino Acid,Yersinia,,,,,Isoleucine,C00407,Advanced_CRC,Yersinia rohdei,False
silvisoli,,,,,Chitinophaga,Chitinophaga silvisoli,0.0062227107603198,SVR,Isoleucine,C00407,Advanced_CRC,Chitinophaga silvisoli,False
sp000235465,,,,,Fusobacterium,Fusobacterium sp000235465,0.0060361823267351,SVR,Isoleucine,C00407,Advanced_CRC,Fusobacterium sp000235465,True
sp000432175,,,,,CAG-115,CAG-115 sp000432175,0.0078080823664354,SVR,Isoleucine,C00407,Advanced_CRC,CAG-115 sp000432175,False
sp000436475,,,,,Lachnospira,Lachnospira sp000436475,0.0074037705140867,SVR,Isoleucine,C00407,Advanced_CRC,Lachnospira sp000436475,False
sp000436835,,,,,Eubacterium_R,Eubacterium_R sp000436835,0.0045671716779725,SVR,Isoleucine,C00407,Advanced_CRC,Eubacterium_R sp000436835,False
sp001274535,,,,,Leptotrichia_A,Leptotrichia_A sp001274535,0.009545651320814,SVR,Isoleucine,C00407,Advanced_CRC,Leptotrichia_A sp001274535,False
sp005843885,,,,,Escherichia,Escherichia sp005843885,0.004921900678952,SVR,Isoleucine,C00407,Advanced_CRC,Escherichia sp005843885,True
sp013333035,,,,,CAG-793,CAG-793 sp013333035,0.0046664335039683,SVR,Isoleucine,C00407,Advanced_CRC,CAG-793 sp013333035,False
sp017590215,,,,,CCUG-7971,CCUG-7971 sp017590215,0.0086863360208072,SVR,Isoleucine,C00407,Advanced_CRC,CCUG-7971 sp017590215,False
sp900540255,,,,,Clostridium,Clostridium sp900540255,0.0054713358316847,SVR,Isoleucine,C00407,Advanced_CRC,Clostridium sp900540255,False
sp900541605,,,,,Dialister,Dialister sp900541605,0.0079537428907459,SVR,Isoleucine,C00407,Advanced_CRC,Dialister sp900541605,False
sp905212345,,,,,Aphodousia,Aphodousia sp905212345,0.0089235359644648,SVR,Isoleucine,C00407,Advanced_CRC,Aphodousia sp905212345,False
sp905213155,,,,,Acidaminococcus,Acidaminococcus sp905213155,0.0060001738519559,SVR,Isoleucine,C00407,Advanced_CRC,Acidaminococcus sp905213155,False
aeruginosa,Pseudomonas aeruginosa,58.06536766032582,Amino Acid,Pseudomonas,,,,,Leucine,C00123,Advanced_CRC,Pseudomonas aeruginosa,False
albensis,Prevotella albensis,82.53290679974037,Amino Acid,Prevotella,,,,,Leucine,C00123,Advanced_CRC,Prevotella albensis,False
circumdentaria,,,,,Porphyromonas,Porphyromonas circumdentaria,0.0056017468018856,SVR,Leucine,C00123,Advanced_CRC,Porphyromonas circumdentaria,False
coahuilensis,,,,,Bacillus_T,Bacillus_T coahuilensis,0.007493699428987,SVR,Leucine,C00123,Advanced_CRC,Bacillus_T coahuilensis,False
coli,,,,,Escherichia,Escherichia coli,0.007874449752669,SVR,Leucine,C00123,Advanced_CRC,Escherichia coli,False
dentocariosa,Rothia dentocariosa,90.86736362862688,Amino Acid,Rothia,,,,,Leucine,C00123,Advanced_CRC,Rothia dentocariosa,False
formicigenerans,Dorea formicigenerans,57.48874646689552,Amino Acid,Dorea,,,,,Leucine,C00123,Advanced_CRC,Dorea formicigenerans,False
formigenes,Oxalobacter formigenes,57.432432432432506,Amino Acid,Oxalobacter,,,,,Leucine,C00123,Advanced_CRC,Oxalobacter formigenes,False
goldsteinii,Parabacteroides goldsteinii,60.13012747560638,Amino Acid,Parabacteroides,,,,,Leucine,C00123,Advanced_CRC,Parabacteroides goldsteinii,False
hydrophila,Aeromonas hydrophila,92.37384829109068,Amino Acid,Aeromonas,,,,,Leucine,C00123,Advanced_CRC,Aeromonas hydrophila,False
intestinipullorum,,,,,Excrementavichristensenella,Excrementavichristensenella intestinipullorum,0.0061422169178584,SVR,Leucine,C00123,Advanced_CRC,Excrementavichristensenella intestinipullorum,False
longum,,,,,Bifidobacterium,Bifidobacterium longum,0.0065976308614772,SVR,Leucine,C00123,Advanced_CRC,Bifidobacterium longum,False
mortiferum,,,,,Fusobacterium_A,Fusobacterium_A mortiferum,0.0116888243580845,SVR,Leucine,C00123,Advanced_CRC,Fusobacterium_A mortiferum,False
nordii,Bacteroides nordii,77.11477224443489,Amino Acid,Bacteroides,,,,,Leucine,C00123,Advanced_CRC,Bacteroides nordii,False
ornithinolytica,,,,,Klebsiella,Klebsiella ornithinolytica,0.0143087366800026,SVR,Leucine,C00123,Advanced_CRC,Klebsiella ornithinolytica,False
parasanguinis,Streptococcus parasanguinis,54.28992240155484,Amino Acid,Streptococcus,,,,,Leucine,C00123,Advanced_CRC,Streptococcus parasanguinis,False
pullicola,,,,,Egerieicola,Egerieicola pullicola,0.012290395849589,SVR,Leucine,C00123,Advanced_CRC,Egerieicola pullicola,False
salivarius,,,,,Ligilactobacillus,Ligilactobacillus salivarius,0.0055635562511009,SVR,Leucine,C00123,Advanced_CRC,Ligilactobacillus salivarius,False
sp000235465,,,,,Fusobacterium,Fusobacterium sp000235465,0.0140695680901876,SVR,Leucine,C00123,Advanced_CRC,Fusobacterium sp000235465,False
sp000436475,,,,,Lachnospira,Lachnospira sp000436475,0.010102006134805,SVR,Leucine,C00123,Advanced_CRC,Lachnospira sp000436475,False
sp000436535,,,,,Lachnospira,Lachnospira sp000436535,0.006690056391088,SVR,Leucine,C00123,Advanced_CRC,Lachnospira sp000436535,False
sp001274535,,,,,Leptotrichia_A,Leptotrichia_A sp001274535,0.0078762053235145,SVR,Leucine,C00123,Advanced_CRC,Leptotrichia_A sp001274535,False
sp004793665,,,,,NM07-P-09,NM07-P-09 sp004793665,0.0054391724034463,SVR,Leucine,C00123,Advanced_CRC,NM07-P-09 sp004793665,False
sp014287795,,,,,Christensenella,Christensenella sp014287795,0.0060285116145378,SVR,Leucine,C00123,Advanced_CRC,Christensenella sp014287795,False
sp017590215,,,,,CCUG-7971,CCUG-7971 sp017590215,0.0132402142036915,SVR,Leucine,C00123,Advanced_CRC,CCUG-7971 sp017590215,False
sp900539345,,,,,UMGS124,UMGS124 sp900539345,0.0064438965868285,SVR,Leucine,C00123,Advanced_CRC,UMGS124 sp900539345,False
sp905212345,,,,,Aphodousia,Aphodousia sp905212345,0.0095462390506801,SVR,Leucine,C00123,Advanced_CRC,Aphodousia sp905212345,False
sp905213155,,,,,Acidaminococcus,Acidaminococcus sp905213155,0.0057018144157028,SVR,Leucine,C00123,Advanced_CRC,Acidaminococcus sp905213155,False
uli,Olsenella uli,82.60344930434555,Amino Acid,Olsenella,,,,,Leucine,C00123,Advanced_CRC,Olsenella uli,False
curtum,,,,,Cryptobacterium,Cryptobacterium curtum,0.0060291032277704,SVR,Fumarate,C00122,Advanced_CRC,Cryptobacterium curtum,False
edinburgensis,,,,,Gallispira,Gallispira edinburgensis,0.0055896850521319,SVR,Fumarate,C00122,Advanced_CRC,Gallispira edinburgensis,False
evryensis,Cloacibacillus evryensis,75.42325638912743,Other,Cloacibacillus,,,,,Fumarate,C00122,Advanced_CRC,Cloacibacillus evryensis,False
excrementihominis,Parasutterella excrementihominis,71.74632612535589,Other,Parasutterella,,,,,Fumarate,C00122,Advanced_CRC,Parasutterella excrementihominis,False
goldsteinii,Parabacteroides goldsteinii,80.44077549681846,Other,Parabacteroides,,,,,Fumarate,C00122,Advanced_CRC,Parabacteroides goldsteinii,False
hansenii,Blautia hansenii,80.44337724046679,Other,Blautia,,,,,Fumarate,C00122,Advanced_CRC,Blautia hansenii,False
hydrophila,Aeromonas hydrophila,83.38751183888567,Other,Aeromonas,,,,,Fumarate,C00122,Advanced_CRC,Aeromonas hydrophila,False
hypermegale,Megamonas hypermegale,79.92302879009603,Other,Megamonas,,,,,Fumarate,C00122,Advanced_CRC,Megamonas hypermegale,False
isourolithinifaciens,,,,,Ellagibacter,Ellagibacter isourolithinifaciens,0.0064490471639442,SVR,Fumarate,C00122,Advanced_CRC,Ellagibacter isourolithinifaciens,False
merdigallinarum,,,,,Flemingibacterium,Flemingibacterium merdigallinarum,0.0047200684842102,SVR,Fumarate,C00122,Advanced_CRC,Flemingibacterium merdigallinarum,False
morganii,Morganella morganii,79.4384687395885,Other,Morganella,,,,,Fumarate,C00122,Advanced_CRC,Morganella morganii,False
mucilaginosa,Rothia mucilaginosa,90.5771204960813,Other,Rothia,,,,,Fumarate,C00122,Advanced_CRC,Rothia mucilaginosa,False
nucleatum,Fusobacterium nucleatum,88.88888888888906,Other,Fusobacterium,,,,,Fumarate,C00122,Advanced_CRC,Fusobacterium nucleatum,False
onderdonkii,,,,,Alistipes,Alistipes onderdonkii,0.0037186623966693,SVR,Fumarate,C00122,Advanced_CRC,Alistipes onderdonkii,False
parvula,parvula,70.1523256586791,Other,parvula,,,,,Fumarate,C00122,Advanced_CRC,parvula,False
pneumoniae,,,,,Klebsiella,Klebsiella pneumoniae,0.0036431203319838,SVR,Fumarate,C00122,Advanced_CRC,Klebsiella pneumoniae,False
quasipneumoniae,,,,,Klebsiella,Klebsiella quasipneumoniae,0.0044546393674202,SVR,Fumarate,C00122,Advanced_CRC,Klebsiella quasipneumoniae,False
sp000436475,,,,,Lachnospira,Lachnospira sp000436475,0.0046866233937131,SVR,Fumarate,C00122,Advanced_CRC,Lachnospira sp000436475,False
sp000436535,,,,,Lachnospira,Lachnospira sp000436535,0.0044046395161027,SVR,Fumarate,C00122,Advanced_CRC,Lachnospira sp000436535,False
sp000436835,,,,,Eubacterium_R,Eubacterium_R sp000436835,0.0045058136456549,SVR,Fumarate,C00122,Advanced_CRC,Eubacterium_R sp000436835,False
sp001274535,,,,,Leptotrichia_A,Leptotrichia_A sp001274535,0.0108161045154789,SVR,Fumarate,C00122,Advanced_CRC,Leptotrichia_A sp001274535,False
sp007293315,,,,,Alkalihalobacillus_A,Alkalihalobacillus_A sp007293315,0.0111859238728598,SVR,Fumarate,C00122,Advanced_CRC,Alkalihalobacillus_A sp007293315,False
sp013333035,,,,,CAG-793,CAG-793 sp013333035,0.0043260508073881,SVR,Fumarate,C00122,Advanced_CRC,CAG-793 sp013333035,False
sp900539755,,,,,Alistipes_A,Alistipes_A sp900539755,0.0070096859378468,SVR,Fumarate,C00122,Advanced_CRC,Alistipes_A sp900539755,False
sp900542265,,,,,CAG-1427,CAG-1427 sp900542265,0.0038274445381528,SVR,Fumarate,C00122,Advanced_CRC,CAG-1427 sp900542265,False
sp900542625,,,,,Fusobacterium_B,Fusobacterium_B sp900542625,0.007698245583069,SVR,Fumarate,C00122,Advanced_CRC,Fusobacterium_B sp900542625,False
sp900548365,,,,,Collinsella,Collinsella sp900548365,0.005379219661399,SVR,Fumarate,C00122,Advanced_CRC,Collinsella sp900548365,False
sp900753285,,,,,UMGS1696,UMGS1696 sp900753285,0.0077704650252285,SVR,Fumarate,C00122,Advanced_CRC,UMGS1696 sp900753285,False
sp900761765,,,,,Protoclostridium,Protoclostridium sp900761765,0.0062698867498176,SVR,Fumarate,C00122,Advanced_CRC,Protoclostridium sp900761765,False
sp910586665,,,,,Duncaniella,Duncaniella sp910586665,0.0036649900497786,SVR,Fumarate,C00122,Advanced_CRC,Duncaniella sp910586665,False
bartlettii,Intestinibacter bartlettii,73.23751015384708,Other,Intestinibacter,,,,,Lactate,C00186,Advanced_CRC,Intestinibacter bartlettii,False
bifidum,Bifidobacterium bifidum,57.566491955665086,Other,Bifidobacterium,,,,,Lactate,C00186,Advanced_CRC,Bifidobacterium bifidum,False
freundii,Citrobacter freundii,75.9656466230936,Other,Citrobacter,,,,,Lactate,C00186,Advanced_CRC,Citrobacter freundii,False
haemolysans,Gemella haemolysans,85.71428571429976,Other,Gemella,,,,,Lactate,C00186,Advanced_CRC,Gemella haemolysans,False
lenta,,,,,Victivallis,Victivallis lenta,0.004999052911169,SVR,Lactate,C00186,Advanced_CRC,Victivallis lenta,False
longum,longum,70.9450341532073,Other,longum,,,,,Lactate,C00186,Advanced_CRC,longum,False
macacae,,,,,Streptococcus,Streptococcus macacae,0.0048601735417661,SVR,Lactate,C00186,Advanced_CRC,Streptococcus macacae,True
morbillorum,Gemella morbillorum,63.0555555555558,Other,Gemella,,,,,Lactate,C00186,Advanced_CRC,Gemella morbillorum,False
oralis_BH,,,,,Streptococcus,Streptococcus oralis_BH,0.0042497199907133,SVR,Lactate,C00186,Advanced_CRC,Streptococcus oralis_BH,True
parasanguinis,Streptococcus parasanguinis,78.26086956521851,Other,Streptococcus,,,,,Lactate,C00186,Advanced_CRC,Streptococcus parasanguinis,True
parvirubra,,,,,Sutterella,Sutterella parvirubra,0.0035914216388567,SVR,Lactate,C00186,Advanced_CRC,Sutterella parvirubra,False
provencensis,,,,,Acidaminococcus,Acidaminococcus provencensis,0.0040555654422322,SVR,Lactate,C00186,Advanced_CRC,Acidaminococcus provencensis,False
salivae,Prevotella salivae,80.60646619886853,Other,Prevotella,,,,,Lactate,C00186,Advanced_CRC,Prevotella salivae,False
sp000436475,,,,,Lachnospira,Lachnospira sp000436475,0.0040808186013551,SVR,Lactate,C00186,Advanced_CRC,Lachnospira sp000436475,False
sp001274535,,,,,Leptotrichia_A,Leptotrichia_A sp001274535,0.0071211887431702,SVR,Lactate,C00186,Advanced_CRC,Leptotrichia_A sp001274535,False
sp002393575,,,,,UBA3839,UBA3839 sp002393575,0.0079096206563313,SVR,Lactate,C00186,Advanced_CRC,UBA3839 sp002393575,False
sp003506415,,,,,UBA9506,UBA9506 sp003506415,0.0053542425555223,SVR,Lactate,C00186,Advanced_CRC,UBA9506 sp003506415,False
sp003531585,,,,,CAG-115,CAG-115 sp003531585,0.0038473149231068,SVR,Lactate,C00186,Advanced_CRC,CAG-115 sp003531585,False
sp900539265,,,,,CAG-313,CAG-313 sp900539265,0.0044542154084088,SVR,Lactate,C00186,Advanced_CRC,CAG-313 sp900539265,False
sp900540275,,,,,Scatavimonas,Scatavimonas sp900540275,0.0041497000996972,SVR,Lactate,C00186,Advanced_CRC,Scatavimonas sp900540275,False
sp900543455,,,,,Dialister,Dialister sp900543455,0.0046642413374713,SVR,Lactate,C00186,Advanced_CRC,Dialister sp900543455,True
sp900544555,,,,,UMGS693,UMGS693 sp900544555,0.0112786826455896,SVR,Lactate,C00186,Advanced_CRC,UMGS693 sp900544555,False
sp900546315,,,,,Flemingibacterium,Flemingibacterium sp900546315,0.0044324941009518,SVR,Lactate,C00186,Advanced_CRC,Flemingibacterium sp900546315,False
sp900548385,,,,,UBA1829,UBA1829 sp900548385,0.008120837474679,SVR,Lactate,C00186,Advanced_CRC,UBA1829 sp900548385,False
sp910589555,,,,,Muribaculum,Muribaculum sp910589555,0.0041241726650922,SVR,Lactate,C00186,Advanced_CRC,Muribaculum sp910589555,False
spG000499525,,,,,CCUG-7971,CCUG-7971 spG000499525,0.0055232110263299,SVR,Lactate,C00186,Advanced_CRC,CCUG-7971 spG000499525,False
stercoripullorum,,,,,Collinsella,Collinsella stercoripullorum,0.0041059280218589,SVR,Lactate,C00186,Advanced_CRC,Collinsella stercoripullorum,False
subtilis,Bacillus subtilis,75.81162167639849,Other,Bacillus,,,,,Lactate,C00186,Advanced_CRC,Bacillus subtilis,False
wadei,,,,,Leptotrichia,Leptotrichia wadei,0.0144709394179361,SVR,Lactate,C00186,Advanced_CRC,Leptotrichia wadei,False
xylanisolvens,Bacteroides xylanisolvens,59.549531493543945,Other,Bacteroides,,,,,Lactate,C00186,Advanced_CRC,Bacteroides xylanisolvens,False
albertii,Escherichia albertii,37.92023830026806,Other,Escherichia,,,,,GABA,C00334,Advanced_CRC,Escherichia albertii,False
avistercoris,,,,,Alistipes,Alistipes avistercoris,0.0042892476759578,SVR,GABA,C00334,Advanced_CRC,Alistipes avistercoris,True
bifidum,,,,,Bifidobacterium,Bifidobacterium bifidum,0.0054417716039056,SVR,GABA,C00334,Advanced_CRC,Bifidobacterium bifidum,False
caecorum,,,,,Avimicrobium,Avimicrobium caecorum,0.010634012749668,SVR,GABA,C00334,Advanced_CRC,Avimicrobium caecorum,False
faecium,,,,,Avispirillum,Avispirillum faecium,0.0061929431399669,SVR,GABA,C00334,Advanced_CRC,Avispirillum faecium,False
fergusonii,Escherichia fergusonii,43.36853269177835,Other,Escherichia,,,,,GABA,C00334,Advanced_CRC,Escherichia fergusonii,False
freundii,Citrobacter freundii,2.1602615822534306,Other,Citrobacter,,,,,GABA,C00334,Advanced_CRC,Citrobacter freundii,False
gallinarii,,,,,Alangreenwoodia,Alangreenwoodia gallinarii,0.0065886306173768,SVR,GABA,C00334,Advanced_CRC,Alangreenwoodia gallinarii,False
guamensis,Trabulsiella guamensis,69.73293768545994,Other,Trabulsiella,,,,,GABA,C00334,Advanced_CRC,Trabulsiella guamensis,False
hongkongensis,,,,,Streptobacillus,Streptobacillus hongkongensis,0.0067509905971429,SVR,GABA,C00334,Advanced_CRC,Streptobacillus hongkongensis,False
intestinavium,,,,,Duodenibacillus,Duodenibacillus intestinavium,0.0063499929587953,SVR,GABA,C00334,Advanced_CRC,Duodenibacillus intestinavium,False
intestinihominis,intestinihominis,11.89108214818033,Other,intestinihominis,,,,,GABA,C00334,Advanced_CRC,intestinihominis,False
leptum,,,,,Clostridium_A,Clostridium_A leptum,0.0108000823473011,SVR,GABA,C00334,Advanced_CRC,Clostridium_A leptum,False
medium,Treponema medium,0.11573565372479871,Other,Treponema,,,,,GABA,C00334,Advanced_CRC,Treponema medium,False
onderdonkii,Alistipes onderdonkii,46.96202997817171,Other,Alistipes,,,,,GABA,C00334,Advanced_CRC,Alistipes onderdonkii,True
ovatus,Bacteroides ovatus,61.980949600194116,Other,Bacteroides,,,,,GABA,C00334,Advanced_CRC,Bacteroides ovatus,False
parvula_A,,,,,Veillonella,Veillonella parvula_A,0.0154951124036779,SVR,GABA,C00334,Advanced_CRC,Veillonella parvula_A,False
sp000436475,,,,,Lachnospira,Lachnospira sp000436475,0.0123716717215274,SVR,GABA,C00334,Advanced_CRC,Lachnospira sp000436475,False
sp002350855,,,,,UBA3839,UBA3839 sp002350855,0.0042962937254738,SVR,GABA,C00334,Advanced_CRC,UBA3839 sp002350855,False
sp002359025,,,,,UBA3379,UBA3379 sp002359025,0.0076721950738854,SVR,GABA,C00334,Advanced_CRC,UBA3379 sp002359025,False
sp002431975,,,,,UBA5884,UBA5884 sp002431975,0.0048977951955768,SVR,GABA,C00334,Advanced_CRC,UBA5884 sp002431975,False
sp002438685,,,,,CAG-177,CAG-177 sp002438685,0.0040892515454902,SVR,GABA,C00334,Advanced_CRC,CAG-177 sp002438685,False
sp003445125,,,,,UBA11540,UBA11540 sp003445125,0.0046548477878681,SVR,GABA,C00334,Advanced_CRC,UBA11540 sp003445125,False
sp014323405,,,,,GCA-900066495,GCA-900066495 sp014323405,0.0040607165765345,SVR,GABA,C00334,Advanced_CRC,GCA-900066495 sp014323405,False
sp017483765,,,,,UBA3839,UBA3839 sp017483765,0.0061154371328831,SVR,GABA,C00334,Advanced_CRC,UBA3839 sp017483765,False
sp900539345,,,,,UMGS124,UMGS124 sp900539345,0.0084882893939769,SVR,GABA,C00334,Advanced_CRC,UMGS124 sp900539345,False
sp900539465,,,,,CAG-488,CAG-488 sp900539465,0.0048746205880466,SVR,GABA,C00334,Advanced_CRC,CAG-488 sp900539465,False
splanchnicus,Odoribacter splanchnicus,34.51828010824812,Other,Odoribacter,,,,,GABA,C00334,Advanced_CRC,Odoribacter splanchnicus,False
thermophilus,thermophilus,85.17116345947085,Other,thermophilus,,,,,GABA,C00334,Advanced_CRC,thermophilus,False
bartlettii,Intestinibacter bartlettii,35.5808918328032,Other,Intestinibacter,,,,,Riboflavin,C00255,Advanced_CRC,Intestinibacter bartlettii,True
butyricum,,,,,Clostridium,Clostridium butyricum,0.0471493062059194,RF,Riboflavin,C00255,Advanced_CRC,Clostridium butyricum,False
eutactus,Coprococcus eutactus,50.0,Other,Coprococcus,,,,,Riboflavin,C00255,Advanced_CRC,Coprococcus eutactus,False
forsythia_A,,,,,Tannerella,Tannerella forsythia_A,0.0040565063463496,RF,Riboflavin,C00255,Advanced_CRC,Tannerella forsythia_A,False
hansenii,Blautia hansenii,35.71428571428569,Other,Blautia,,,,,Riboflavin,C00255,Advanced_CRC,Blautia hansenii,False
hypermegale,Megamonas hypermegale,17.543878870807607,Other,Megamonas,,,,,Riboflavin,C00255,Advanced_CRC,Megamonas hypermegale,False
intestinavium,,,,,Scatomorpha,Scatomorpha intestinavium,0.0052240335293315,RF,Riboflavin,C00255,Advanced_CRC,Scatomorpha intestinavium,False
intestinihominis,,,,,Christensenella,Christensenella intestinihominis,0.0044114788058347,RF,Riboflavin,C00255,Advanced_CRC,Christensenella intestinihominis,False
medium,Treponema medium,0.1599913737752452,Other,Treponema,,,,,Riboflavin,C00255,Advanced_CRC,Treponema medium,False
plebeius_A,,,,,Phocaeicola,Phocaeicola plebeius_A,0.0045878960582242,RF,Riboflavin,C00255,Advanced_CRC,Phocaeicola plebeius_A,False
prausnitzii,Faecalibacterium prausnitzii,73.75787398902843,Other,Faecalibacterium,,,,,Riboflavin,C00255,Advanced_CRC,Faecalibacterium prausnitzii,False
sp000235465,,,,,Fusobacterium,Fusobacterium sp000235465,0.0238521137195346,RF,Riboflavin,C00255,Advanced_CRC,Fusobacterium sp000235465,False
sp000434475,,,,,Dialister,Dialister sp000434475,0.0064022111621318,RF,Riboflavin,C00255,Advanced_CRC,Dialister sp000434475,False
sp000434975,,,,,Prevotella,Prevotella sp000434975,0.0044906593267446,RF,Riboflavin,C00255,Advanced_CRC,Prevotella sp000434975,False
sp000686145,,,,,Romboutsia_D,Romboutsia_D sp000686145,0.0365324108458801,RF,Riboflavin,C00255,Advanced_CRC,Romboutsia_D sp000686145,False
sp000799075,,,,,Cetobacterium_A,Cetobacterium_A sp000799075,0.005249245920761,RF,Riboflavin,C00255,Advanced_CRC,Cetobacterium_A sp000799075,False
sp003458715,,,,,Holdemanella,Holdemanella sp003458715,0.0066906778041763,RF,Riboflavin,C00255,Advanced_CRC,Holdemanella sp003458715,False
sp017590215,,,,,CCUG-7971,CCUG-7971 sp017590215,0.0484440704887447,RF,Riboflavin,C00255,Advanced_CRC,CCUG-7971 sp017590215,False
sp900539095,,,,,Ruminococcus_D,Ruminococcus_D sp900539095,0.0073735283268839,RF,Riboflavin,C00255,Advanced_CRC,Ruminococcus_D sp900539095,False
sp900540355,,,,,Intestinibacter,Intestinibacter sp900540355,0.0062573963689078,RF,Riboflavin,C00255,Advanced_CRC,Intestinibacter sp900540355,True
sp900557035,,,,,Prevotella,Prevotella sp900557035,0.0052423726791613,RF,Riboflavin,C00255,Advanced_CRC,Prevotella sp900557035,False
sp905214315,,,,,UMGS1322,UMGS1322 sp905214315,0.0106612867241064,RF,Riboflavin,C00255,Advanced_CRC,UMGS1322 sp905214315,False
stercoris,,,,,Bacteroides,Bacteroides stercoris,0.0083665821759446,RF,Riboflavin,C00255,Advanced_CRC,Bacteroides stercoris,False
subflava,,,,,Neisseria,Neisseria subflava,0.0048035669796686,RF,Riboflavin,C00255,Advanced_CRC,Neisseria subflava,False
timonensis,,,,,Raoultibacter,Raoultibacter timonensis,0.0052645051864543,RF,Riboflavin,C00255,Advanced_CRC,Raoultibacter timonensis,False
weinsteinii,,,,,Romboutsia_A,Romboutsia_A weinsteinii,0.0125898606579787,RF,Riboflavin,C00255,Advanced_CRC,Romboutsia_A weinsteinii,False
aalborgi,,,,,Brachyspira,Brachyspira aalborgi,0.0107419889766393,SVR,Urea,C00086,Advanced_CRC,Brachyspira aalborgi,False
amylolyticus,,,,,Lactobacillus,Lactobacillus amylolyticus,0.010829828836231,SVR,Urea,C00086,Advanced_CRC,Lactobacillus amylolyticus,False
avistercoris,,,,,Alistipes,Alistipes avistercoris,0.0061824610695236,SVR,Urea,C00086,Advanced_CRC,Alistipes avistercoris,True
cellulosilyticus,Bacteroides cellulosilyticus,19.642760976361618,Other,Bacteroides,,,,,Urea,C00086,Advanced_CRC,Bacteroides cellulosilyticus,False
coli,,,,,Escherichia,Escherichia coli,0.0097642734369946,SVR,Urea,C00086,Advanced_CRC,Escherichia coli,False
eggerthii,Bacteroides eggerthii,9.34904291486922,Other,Bacteroides,,,,,Urea,C00086,Advanced_CRC,Bacteroides eggerthii,False
hypermegale,Megamonas hypermegale,35.38622970798563,Other,Megamonas,,,,,Urea,C00086,Advanced_CRC,Megamonas hypermegale,False
intestinigallinarum,,,,,Duodenibacillus,Duodenibacillus intestinigallinarum,0.005827430585317,SVR,Urea,C00086,Advanced_CRC,Duodenibacillus intestinigallinarum,False
merdae,merdae,73.09448505145534,Other,merdae,,,,,Urea,C00086,Advanced_CRC,merdae,False
ovatus,Bacteroides ovatus,9.751770442548398,Other,Bacteroides,,,,,Urea,C00086,Advanced_CRC,Bacteroides ovatus,False
oxytoca,Klebsiella oxytoca,0.16927156138024313,Other,Klebsiella,,,,,Urea,C00086,Advanced_CRC,Klebsiella oxytoca,False
prausnitzii,Faecalibacterium prausnitzii,23.965055593995046,Other,Faecalibacterium,,,,,Urea,C00086,Advanced_CRC,Faecalibacterium prausnitzii,False
pullicola,,,,,Egerieicola,Egerieicola pullicola,0.0105766654705261,SVR,Urea,C00086,Advanced_CRC,Egerieicola pullicola,False
saudiense,,,,,Clostridium,Clostridium saudiense,0.0061962413557803,SVR,Urea,C00086,Advanced_CRC,Clostridium saudiense,False
sp000437735,,,,,Lachnospira,Lachnospira sp000437735,0.0083053543389415,SVR,Urea,C00086,Advanced_CRC,Lachnospira sp000437735,False
sp000758905,,,,,S5-A14a,S5-A14a sp000758905,0.0108114632342709,SVR,Urea,C00086,Advanced_CRC,S5-A14a sp000758905,False
sp900539465,,,,,CAG-488,CAG-488 sp900539465,0.0113858399288284,SVR,Urea,C00086,Advanced_CRC,CAG-488 sp900539465,False
sp900541465,,,,,Fusobacterium_B,Fusobacterium_B sp900541465,0.0074068358260236,SVR,Urea,C00086,Advanced_CRC,Fusobacterium_B sp900541465,False
sp900544555,,,,,UMGS693,UMGS693 sp900544555,0.0087048350980499,SVR,Urea,C00086,Advanced_CRC,UMGS693 sp900544555,False
