met_name,met_base,taxon,pathway,mean_flux,std_flux,n_samples,taxon_full
Glutamate,glu_L,haemolysans,Amino Acid,92.06968700296217,,1,Gemella haemolysans
Ornithine,orn,curtisii,Polyamine,92.0564323432516,,1,Mobiluncus curtisii
Guanine,gua,disiens,Other,91.99467530512555,14.160378831678447,18,Prevotella disiens
Glutamate,glu_L,morbillorum,Amino Acid,91.98715608246675,,1,Gemella morbillorum
Glycine,gly,catenulatum,Amino Acid,91.94117585606698,6.259695085543828,9,Bifidobacterium catenulatum
Glutamine,gln_L,denticola,Amino Acid,91.93647718478242,,1,Prevotella denticola
Glycerol-3-Phosphate,glyc3p,subtilis,Other,91.89393114332647,6.023743656243809,3,Bacillus subtilis
Threonine,thr_L,pilosicoli,Amino Acid,91.88972623670965,,1,Brachyspira pilosicoli
N-Acetylneuraminate,acnam,fluxus,Other,91.70155020712944,,1,Bacteroides fluxus
Ammonium,nh4,eutactus,Other,91.64865816015438,,1,Coprococcus eutactus
Guanine,gua,kashiwanohense,Other,91.6259935623841,16.523317406518625,44,Bifidobacterium kashiwanohense
Propionate,ppa,caviae,SCFA,91.61463640812144,,1,Veillonella caviae
Ornithine,orn,sakazakii,Polyamine,91.60908345096082,,1,Cronobacter sakazakii
Tryptophan,trp_L,fergusonii,Indole / Tryptophan,91.59953561751063,9.802820922283509,2,Escherichia fergusonii
Phenylalanine,phe_L,anaerobius,Other,91.56769957734352,,1,Peptostreptococcus anaerobius
Guanosine,gsn,youngae,Other,91.56604658753771,,1,Citrobacter youngae
2obut,2obut,buccae,Other,91.52921081059732,,1,Prevotella buccae
Alanine,ala_L,corrodens,Amino Acid,91.48034213302134,5.760525005054992,2,Eikenella corrodens
Ornithine,orn,piscolens,Polyamine,91.45503331540834,8.136551088981903,5,Pyramidobacter piscolens
Glycine,gly,enterica,Amino Acid,91.39641876009152,,1,Salmonella enterica
Glutamate,glu_L,mutans,Amino Acid,91.39454664760048,6.911759485388343,9,Streptococcus mutans
Xanthine,xan,aerofaciens,Other,91.38004800608827,13.119211813140666,3,Collinsella aerofaciens
Arginine,arg_L,aphrophilus,Polyamine,91.12379737344821,,1,Aggregatibacter aphrophilus
Phenylalanine,phe_L,naeslundii,Other,91.11808502593017,,1,Actinomyces naeslundii
Phosphate,pi,subtilis,Other,91.07109149889952,11.030811476129605,2,Bacillus subtilis
Guanosine,gsn,asburiae,Other,91.0634158385339,,1,Enterobacter asburiae
Lysine,lys_L,naeslundii,Amino Acid,91.05959847329072,3.2628465926461443,4,Actinomyces naeslundii
Uridine,uri,guamensis,Other,90.97779535442714,,1,Trabulsiella guamensis
Hydrogen Sulfide,h2s,aphrophilus,Other,90.88535243720693,8.224888689372444,4,Aggregatibacter aphrophilus
Leucine,leu_L,dentocariosa,Amino Acid,90.86736362862688,,1,Rothia dentocariosa
Acetate,ac,graevenitzii,SCFA,90.74853268248941,,1,Actinomyces graevenitzii
Phosphate,pi,rohdei,Other,90.71187937314511,,1,Yersinia rohdei
Deoxyguanosine,dgsn,elsdenii,Other,90.6716704755629,19.904035378496662,16,Megasphaera elsdenii
Phenylalanine,phe_L,sakazakii,Other,90.63972341185413,,1,Cronobacter sakazakii
Deoxyguanosine,dgsn,angulatum,Other,90.62499999999989,10.311973892303442,2,Bifidobacterium angulatum
Glycerol-3-Phosphate,glyc3p,virosa,Other,90.60941261063053,5.5170784473006345,2,Butyricimonas virosa
Fumarate,fum,mucilaginosa,Other,90.5771204960813,,1,Rothia mucilaginosa
Propionate,ppa,eutactus,SCFA,90.56903102243415,2.128204875089962,3,Coprococcus eutactus
Alpha-Ketoglutarate,akg,youngae,Other,90.54525342193972,1.51958710959757,2,Citrobacter youngae
Alanine,ala_L,mucilaginosa,Amino Acid,90.47281765785489,1.282252685890942,2,Rothia mucilaginosa
Phenylalanine,phe_L,regensburgei,Other,90.31920179397746,,1,Yokenella regensburgei
Phenylalanine,phe_L,denticola,Other,90.25825057391745,5.9107439684880125,9,Prevotella denticola
Glutamate,glu_L,graevenitzii,Amino Acid,90.25630556642409,4.551882862753288,4,Actinomyces graevenitzii
Deoxycytidine,dcyt,clarus,Other,90.19949051217603,12.498933889340172,4,Bacteroides clarus
R-Acetoin,actn_R,mucilaginosa,Other,90.12625882640168,10.700549972552365,3,Rothia mucilaginosa
Asparagine,asn_L,freundii,Other,90.06774882464236,,1,Citrobacter freundii
Adenine,ade,jalaludinii,Other,90.03329870010162,15.482225539352559,4,Mitsuokella jalaludinii
Proton,h,mucilaginosa,Other,90.00182450067973,,1,Rothia mucilaginosa
Phosphate,pi,scardovii,Other,89.94055122460486,,1,Bifidobacterium scardovii
Deoxyadenosine,dad_2,asburiae,Other,89.89705841175586,2.684331202308273,2,Enterobacter asburiae
Ornithine,orn,rohdei,Polyamine,89.83174582825492,6.525711538393058,2,Yersinia rohdei
Glycine,gly,bifidum,Amino Acid,89.82802961592529,2.4584619224411624,6,Bifidobacterium bifidum
Formate,for,rohdei,Other,89.76448247695133,,1,Yersinia rohdei
Guanosine,gsn,hormaechei,Other,89.76138190183829,4.477761077642547,7,Enterobacter hormaechei
Phenylalanine,phe_L,breve,Other,89.59760581576657,2.3552917073767143,5,Bifidobacterium breve
Isoleucine,ile_L,ascorbata,Amino Acid,89.51326992267718,0.5202498713074877,2,Kluyvera ascorbata
Deoxycytidine,dcyt,buccalis,Other,89.5069505542887,,1,Prevotella buccalis
Proline,pro_L,desulfuricans,Amino Acid,89.50325299649896,,1,Desulfovibrio desulfuricans
Deoxycytidine,dcyt,gingivalis,Other,89.46110868784024,,1,Porphyromonas gingivalis
Uridine,uri,kashiwanohense,Other,89.45833867153102,15.603895131175037,40,Bifidobacterium kashiwanohense
Lysine,lys_L,sakazakii,Amino Acid,89.44074408769451,,1,Cronobacter sakazakii
Aspartate,asp_L,pseudocatenulatum,Amino Acid,89.42200356259957,,1,Bifidobacterium pseudocatenulatum
Glutamate,glu_L,angulatum,Amino Acid,89.40621197086483,2.5784192646997877,3,Bifidobacterium angulatum
xtsn,xtsn,davisae,Other,89.36482525016604,,1,Cedecea davisae
Phenylalanine,phe_L,aerofaciens,Other,89.31064149236745,,1,Collinsella aerofaciens
Glycine,gly,equolifaciens,Amino Acid,89.19940321019085,14.906030975914577,4,Slackia_A equolifaciens
Indole,indole,salyersiae,Other,89.19799328301477,20.475141223158236,49,Bacteroides salyersiae
Glutamate,glu_L,pseudopneumoniae,Amino Acid,89.16863667115364,,1,Streptococcus pseudopneumoniae
Indole,indole,nordii,Other,89.16366559497979,20.54120166778994,50,Bacteroides nordii
Phenylalanine,phe_L,aphrophilus,Other,89.15060610221427,0.8262601043262742,2,Aggregatibacter aphrophilus
Inosine,ins,virosa,Other,89.11224920936604,,1,Butyricimonas virosa
Proton,h,kashiwanohense,Other,88.98197525621332,11.726246606238476,2,Bifidobacterium kashiwanohense
Cysteine,cys_L,disiens,Other,88.94140272919657,18.048109226568176,8,Prevotella disiens
Fumarate,fum,nucleatum,Other,88.88888888888906,,1,Fusobacterium nucleatum
Pyruvate,pyr,parvula,Other,88.75709536959653,,1,Lancefieldella parvula
Serine,ser_L,asburiae,Other,88.57417628753699,6.0712492037593275,4,Enterobacter asburiae
Glutamate,glu_L,mitis,Amino Acid,88.52567665544012,,1,Streptococcus mitis
3mop,3mop,regensburgei,Other,88.49757950364072,,1,Yokenella regensburgei
Succinate,succ,ramosum,Other,88.4485307617239,8.691846827657368,2,Erysipelatoclostridium ramosum
Guanine,gua,conceptionensis,Other,88.37639236614152,22.51603642460135,7,Prevotella conceptionensis
Glycine,gly,youngae,Amino Acid,88.32096488562712,,1,Citrobacter youngae
Lysine,lys_L,ascorbata,Amino Acid,88.2371049278909,3.561875573130182,5,Kluyvera ascorbata
Indole,indole,oleiciplenus,Other,88.21742997764623,20.48424595564356,42,Bacteroides oleiciplenus
Propionate,ppa,nordii,SCFA,88.14942976309463,,1,Bacteroides nordii
3mop,3mop,ascorbata,Other,88.1119398113561,5.029480630542602,3,Kluyvera ascorbata
Guanine,gua,laneus,Other,88.0993216931799,20.4649984322831,37,Odoribacter laneus
Aspartate,asp_L,mucilaginosa,Amino Acid,87.94390349645509,,1,Rothia mucilaginosa
glyb,glyb,subtilis,Other,87.92443324326624,12.94604510208238,2,Bacillus subtilis
Phosphate,pi,tanakaei,Other,87.9209847786849,,1,Collinsella tanakaei
Hypoxanthine,hxan,hydrophila,Other,87.88258767724888,3.574743973897723,3,Aeromonas hydrophila
Alanine,ala_L,gelidum,Amino Acid,87.85268162825392,,1,Leuconostoc gelidum
Proton,h,melaninogenica,Other,87.76335831942492,,1,Prevotella melaninogenica
Propionate,ppa,prausnitzii,SCFA,87.70922946872948,,1,Faecalibacterium prausnitzii
Ornithine,orn,morganii,Polyamine,87.68989130889807,4.672302502507794,2,Morganella morganii
Glutamate,glu_L,lentocellum,Amino Acid,87.62840725020538,,1,Cellulosilyticum lentocellum
Alpha-Ketoglutarate,akg,cancerogenus,Other,87.60253021283764,,1,Enterobacter cancerogenus
Hydrogen Sulfide,h2s,asburiae,Other,87.59096341330064,18.388422305095297,6,Enterobacter asburiae
Inosine,ins,bryantii,Other,87.46164981622078,8.429161665220606,2,Prevotella bryantii
Aspartate,asp_L,endodontalis,Amino Acid,87.40806418621656,,1,Porphyromonas endodontalis
Glutamate,glu_L,asburiae,Amino Acid,87.40336240367503,,1,Enterobacter asburiae
Propionate,ppa,aphrophilus,SCFA,87.36754815335865,2.227560298900442,2,Aggregatibacter aphrophilus
Adenosine,adn,hormaechei,Other,87.34437401329595,10.597376878500413,4,Enterobacter hormaechei
Uridine,uri,fluxus,Other,87.32024900314856,22.552196589142437,69,Bacteroides fluxus
Uridine,uri,lutetiensis,Other,87.18310498626379,2.7509191231059407,2,Streptococcus lutetiensis
Ornithine,orn,hormaechei,Polyamine,87.14283242063749,3.0145655273607765,13,Enterobacter hormaechei
Guanine,gua,xylaniphila,Other,87.10441012206314,16.69581798941688,52,Paraprevotella xylaniphila
Aspartate,asp_L,capillosus,Amino Acid,87.08760351396437,6.905322497640718,9,Pseudoflavonifractor capillosus
Water,h2o,freundii,Other,87.08568062207155,,1,Citrobacter freundii
Glutamate,glu_L,formicigenerans,Amino Acid,86.77440082768734,20.605582707746866,51,Dorea formicigenerans
Glutamate,glu_L,australis,Amino Acid,86.75580191323353,16.62521450226643,2,Streptococcus australis
Guanine,gua,virosa,Other,86.75492105691187,18.696779300193572,68,Butyricimonas virosa
Cysteine,cys_L,cloacae,Other,86.75266630613537,29.40966227503363,10,Enterobacter cloacae
Adenine,ade,albensis,Other,86.66666666666654,,1,Prevotella albensis
Glutamate,glu_L,gelidum,Amino Acid,86.66191373839284,,1,Leuconostoc gelidum
Lysine,lys_L,clara,Amino Acid,86.64889620775713,,1,Paraprevotella clara
Methionine,met_L,parasanguinis,Amino Acid,86.57347663473806,23.89392692448218,8,Streptococcus parasanguinis
12ppd_S,12ppd_S,cellulosilyticus,Other,86.54089347539946,,1,Bacteroides cellulosilyticus
Lysine,lys_L,enterocolitica,Amino Acid,86.537744996905,,1,Yersinia enterocolitica
3mop,3mop,rohdei,Other,86.52267360318656,8.649384927725547,2,Yersinia rohdei
Alanine,ala_L,naeslundii,Amino Acid,86.5211494064929,8.870286293586766,2,Actinomyces naeslundii
Hypoxanthine,hxan,enterocolitica,Other,86.4829985250264,,1,Yersinia enterocolitica
Glutamine,gln_L,parvirubra,Amino Acid,86.44334122754269,17.59339412754953,3,Sutterella parvirubra
Indole,indole,fluxus,Other,86.31608318220954,,1,Bacteroides fluxus
Malate,mal_L,hormaechei,Other,86.3137022432831,,1,Enterobacter hormaechei
Cysteine,cys_L,morbillorum,Other,86.2640791660611,,1,Gemella morbillorum
Deoxycytidine,dcyt,oleiciplenus,Other,86.25447495056444,24.758687701379575,6,Bacteroides oleiciplenus
12dhchol,12dhchol,aerofaciens,Other,86.25359825662748,,1,Collinsella aerofaciens
Ornithine,orn,asburiae,Polyamine,86.21514975778489,2.602439511870279,10,Enterobacter asburiae
Phosphate,pi,filiformis,Other,86.20175672948102,23.670569753765832,16,Holdemania filiformis
CO2,co2,piscolens,Other,86.16455196118338,4.003947781548422,2,Pyramidobacter piscolens
3mop,3mop,morganii,Other,86.16155161617948,12.62307776842183,2,Morganella morganii
Glycine,gly,sakazakii,Amino Acid,86.14995125755149,14.126431494164846,2,Cronobacter sakazakii
Guanosine,gsn,corporis,Other,86.11940589870385,,1,Prevotella corporis
Glutamate,glu_L,aphrophilus,Amino Acid,86.04576072838643,4.657998607049848,5,Aggregatibacter aphrophilus
Ornithine,orn,marcescens,Polyamine,86.00246482041067,,1,Serratia marcescens
Uridine,uri,albertii,Other,85.95836938714538,21.642239361241277,20,Escherichia albertii
Alanine,ala_L,synergistica,Amino Acid,85.90225170251323,,1,Butyricimonas synergistica
Ornithine,orn,cloacae,Polyamine,85.87286165115793,2.44605402381476,10,Enterobacter cloacae
Guanine,gua,melaninogenica,Other,85.86520327884985,25.57206854609119,7,Prevotella melaninogenica
Succinate,succ,propinquum,Other,85.85791795174381,,1,Corynebacterium propinquum
Hypoxanthine,hxan,sakazakii,Other,85.82269968660479,5.502939509584849,2,Cronobacter sakazakii
Isoleucine,ile_L,enterocolitica,Amino Acid,85.82081555565287,,1,Yersinia enterocolitica
Glycine,gly,dentium,Amino Acid,85.81040773345184,7.093727353283164,28,Bifidobacterium dentium
Alanine,ala_L,morganii,Amino Acid,85.75226912556184,,1,Morganella morganii
Nicotinate,nac,synergistica,Other,85.7403587886163,,1,Butyricimonas synergistica
Isoleucine,ile_L,constellatus,Amino Acid,85.72334692754904,18.45165135969506,2,Streptococcus constellatus
Valine,val_L,corrodens,Other,85.72174200253005,,1,Eikenella corrodens
Lactate,lac_L,haemolysans,Other,85.71428571429976,,1,Gemella haemolysans
Folate,fol,formicigenerans,Other,85.71428571427906,,1,Dorea formicigenerans
tmao,tmao,pamelaeae,Other,85.70699336396123,,1,Gordonibacter pamelaeae
Adenine,ade,elsdenii,Other,85.69087494238074,26.13365986402439,15,Megasphaera elsdenii
Glycerol-3-Phosphate,glyc3p,aeruginosa,Other,85.67723248838672,,1,Pseudomonas aeruginosa
Glycine,gly,atypica,Amino Acid,85.62744108762737,15.13704279997364,4,Veillonella atypica
Phosphate,pi,tannerae,Other,85.57085861176421,,1,Alloprevotella tannerae
Ornithine,orn,davisae,Polyamine,85.56031210975956,1.6254933465812837,2,Cedecea davisae
Uridine,uri,invisus,Other,85.5167277937181,15.640085869751093,7,Dialister invisus
Alanine,ala_L,paraputrificum,Amino Acid,85.47680684544532,2.861227198471628,2,Clostridium paraputrificum
Glycine,gly,kashiwanohense,Amino Acid,85.45751442070323,5.881288499590175,51,Bifidobacterium kashiwanohense
Lysine,lys_L,guamensis,Amino Acid,85.41975547654555,,1,Trabulsiella guamensis
Ornithine,orn,fluxus,Polyamine,85.41210071003361,18.761281732361837,97,Bacteroides fluxus
Ethanol,etoh,freundii,Other,85.32300548143814,,1,Citrobacter freundii
Phenylalanine,phe_L,colihominis,Other,85.28438508122113,19.574370859032054,52,Anaerotruncus colihominis
Deoxyadenosine,dad_2,endodontalis,Other,85.26484410335762,,1,Porphyromonas endodontalis
Phosphate,pi,bivia,Other,85.23374255029687,6.669125141308664,7,Prevotella bivia
Uridine,uri,salyersiae,Other,85.21773073549056,23.46771934536841,40,Bacteroides salyersiae
Adenine,ade,melaninogenica,Other,85.1815292831567,34.412065592089746,8,Prevotella melaninogenica
Phenylalanine,phe_L,atypica,Other,85.17884540248146,21.66118899587535,6,Veillonella atypica
Phenylalanine,phe_L,oxytoca,Other,85.16286857244467,1.1116372051447316,2,Klebsiella oxytoca
Uridine,uri,disiens,Other,85.10145641897746,25.91867224219741,11,Prevotella disiens
Alanine,ala_L,micra,Amino Acid,85.08456659619446,,1,Parvimonas micra
GABA,4abut,thermophilus,Other,85.06807800928102,0.29124438872350056,13,Streptococcus thermophilus
Hydrogen Sulfide,h2s,freundii,Other,84.98973582186227,,1,Citrobacter freundii
Glycolate,glyclt,subflava,Other,84.98867459849521,,1,Neisseria subflava
Phenylalanine,phe_L,hormaechei,Other,84.94868824403176,2.9452872809158657,2,Enterobacter hormaechei
Lysine,lys_L,salyersiae,Amino Acid,84.89153094809485,1.804630122295374,4,Bacteroides salyersiae
CO2,co2,pamelaeae,Other,84.8813809655685,6.903315164614424,2,Gordonibacter pamelaeae
Formate,for,breve,Other,84.76793612687351,,1,Bifidobacterium breve
Glycine,gly,graevenitzii,Amino Acid,84.6910017595013,6.442129627580629,5,Actinomyces graevenitzii
Fumarate,fum,pilosicoli,Other,84.68219788935951,,1,Brachyspira pilosicoli
Adenosine,adn,pallens,Other,84.66224875499084,,1,Prevotella pallens
Phenylalanine,phe_L,cloacae,Other,84.63237909188933,2.5219779640053135,3,Enterobacter cloacae
Acetaldehyde,acald,hypermegale,Other,84.61538461538643,,1,Megamonas hypermegale
Propionate,ppa,putredinis,SCFA,84.59581385188736,13.18368439076584,2,Alistipes putredinis
Acetate,ac,equolifaciens,SCFA,84.49899122618231,14.167691593831009,4,Slackia_A equolifaciens
Hydrogen Sulfide,h2s,enterica,Other,84.43567815154903,25.10270489212736,3,Salmonella enterica
Asparagine,asn_L,garvieae,Other,84.37679083074282,,1,Lactococcus garvieae
3mop,3mop,oxytoca,Other,84.36321603323728,3.5476587012821077,3,Klebsiella oxytoca
Formate,for,asburiae,Other,84.35521342020165,,1,Enterobacter asburiae
Glycine,gly,melaninogenica,Amino Acid,84.3294636298201,15.371083253808658,7,Prevotella melaninogenica
Guanine,gua,clarus,Other,84.18681720078835,24.286335917328195,88,Bacteroides clarus
Phenylalanine,phe_L,jalaludinii,Other,84.17225297282687,14.603127239904463,2,Mitsuokella jalaludinii
Guanosine,gsn,pallens,Other,84.14920420959801,,1,Prevotella pallens
Ornithine,orn,evryensis,Polyamine,84.13056575076098,11.77569047372048,4,Cloacibacillus evryensis
Guanosine,gsn,cloacae,Other,84.11713546215026,,1,Enterobacter cloacae
D-Alanine,ala_D,morganii,Other,84.06898662273785,11.945489875229438,4,Morganella morganii
Glycine,gly,pallens,Amino Acid,84.05010600919802,8.257311069389807,5,Prevotella pallens
Succinate,succ,conceptionensis,Other,84.03607996271126,,1,Prevotella conceptionensis
Guanine,gua,lutetiensis,Other,84.00773737147148,,1,Streptococcus lutetiensis
Glycine,gly,mitsuokai,Amino Acid,83.96419822733937,,1,Catenibacterium mitsuokai
Indole,indole,laneus,Other,83.93877537886938,26.025719426303876,23,Odoribacter laneus
Adenosine,adn,bivia,Other,83.91316081350516,9.330835885952506,2,Prevotella bivia
Lysine,lys_L,media,Amino Acid,83.9095232958955,,1,Aeromonas media
Ornithine,orn,faecis,Polyamine,83.90279141703496,23.782490712491256,102,Blautia_A faecis
Ornithine,orn,nordii,Polyamine,83.86112413131578,21.554179795950798,87,Bacteroides nordii
Acetate,ac,gingivalis,SCFA,83.70120683504449,,1,Porphyromonas gingivalis
Serine,ser_L,disiens,Other,83.66533661772453,17.917029287839284,2,Prevotella disiens
3mop,3mop,asburiae,Other,83.64617032248158,7.170530312188982,6,Enterobacter asburiae
Adenine,ade,buccae,Other,83.64440904922031,21.529077110667973,2,Prevotella buccae
Acetaldehyde,acald,mitsuokai,Other,83.5580172932925,,1,Catenibacterium mitsuokai
Phenylalanine,phe_L,rohdei,Other,83.50960877471302,,1,Yersinia rohdei
Lysine,lys_L,virosa,Amino Acid,83.49545054326244,14.976580068999423,76,Butyricimonas virosa
Threonine,thr_L,limosum,Amino Acid,83.45548161946232,,1,Eubacterium limosum
Lysine,lys_L,hormaechei,Amino Acid,83.43854534359951,2.215146160895613,9,Enterobacter hormaechei
Cysteine,cys_L,fergusonii,Other,83.43797769809431,24.0266888481591,26,Escherichia fergusonii
Fumarate,fum,hydrophila,Other,83.38751183888567,,1,Aeromonas hydrophila
Ornithine,orn,synergistica,Polyamine,83.37449034867339,,1,Butyricimonas synergistica
Uridine,uri,ruminicola,Other,83.36593457676261,29.5844411995898,5,Cellulosilyticum ruminicola
Threonine,thr_L,stomatis,Amino Acid,83.35265832906333,32.66459818537415,10,Peptostreptococcus stomatis
Glycine,gly,conceptionensis,Amino Acid,83.34803921494537,6.456672645920495,7,Prevotella conceptionensis
D-Lactate,lac_D,asburiae,Other,83.33446451721142,,1,Enterobacter asburiae
Tryptophan,trp_L,colihominis,Indole / Tryptophan,83.3344497372939,20.41239950392012,43,Anaerotruncus colihominis
Lysine,lys_L,haemolysans,Amino Acid,83.28712204989473,16.770523118780613,2,Gemella haemolysans
Glycerol,glyc,corrodens,Other,83.2731330794856,,1,Eikenella corrodens
3mop,3mop,albertii,Other,83.24095703739432,18.637953736991598,12,Escherichia albertii
Adenosine,adn,vestibularis,Other,83.1625964661748,18.11849110788486,6,Streptococcus vestibularis
