Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway
Bifidobacterium longum,C01959_Taurocyamine,C01959,Bifidobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C02378_6-Aminohexanoate,C02378,UBA3855,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UMGS687 sp900545735,C01047_N-gamma-Ethylglutamine,C01047,UMGS687,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Sediminibacterium sp902168225,C00311_Isocitrate,C00311,Sediminibacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-127 sp900319515,C00191_Glucuronate,C00191,CAG-127,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Desulfovibrio sp905214305,C16741_5-Hydroxylysine,C16741,Desulfovibrio,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Paratractidigestivibacter faecalis,C02378_6-Aminohexanoate,C02378,Paratractidigestivibacter,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Muribaculum sp910589555,C01015_Hydroxyproline,C01015,Muribaculum,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Neisseria subflava_A,_DCA,,Neisseria,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C01551_Allantoin,C01551,UBA1829,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Flemingibacterium merdigallinarum,C01015_Hydroxyproline,C01015,Flemingibacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CCUG-7971 sp017590215,C00407_Ile,C00407,CCUG-7971,True,False,False,False,False,False,False,1,Low-Medium (1),Amino Acid
CAG-83 sp000435555,C00879_Mucate,C00879,CAG-83,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Romboutsia_C hominis,_DCA,,Romboutsia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes avistercoris,C00879_Mucate,C00879,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Scatavimonas sp900540275,C00186_Lactate,C00186,Scatavimonas,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Eubacterium_G ventriosum,C00024_Acetyl CoA,C00024,Eubacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Flemingibacterium merdigallinarum,C00122_Fumarate,C00122,Flemingibacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
HGM11417 sp900761895,C00092_G6P,C00092,HGM11417,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Scatomorpha intestinavium,C00255_Riboflavin,C00255,Scatomorpha,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lactobacillus amylolyticus,C00417_cis-Aconitate,C00417,Lactobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Christensenella sp014287795,C00123_Leu,C00123,Christensenella,True,False,False,False,False,False,False,1,Low-Medium (1),Amino Acid
Leptotrichia_A sp001274535,C00191_Glucuronate,C00191,Leptotrichia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Streptococcus parauberis,C02037_Gly-Gly,C02037,Streptococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1685 sp900546845,C00346_Ethanolamine phosphate,C00346,UBA1685,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000436535,C00417_cis-Aconitate,C00417,Lachnospira,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-177 sp002438685,C01015_Hydroxyproline,C01015,CAG-177,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Sediminibacterium sp902168225,C00299_Uridine,C00299,Sediminibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA3839 sp002393575,C00186_Lactate,C00186,UBA3839,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,C09815_Benzamide,C09815,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Acutalibacter sp910580045,"C00986_1,3-Diaminopropane",C00986,Acutalibacter,False,False,True,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp900757655,C00191_Glucuronate,C00191,CAG-103,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C00879_Mucate,C00879,CAG-1427,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Ruminiclostridium_E sp003512525,C09815_Benzamide,C09815,Ruminiclostridium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes avistercoris,C01104_Trimethylamine N-oxide,C01104,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C03570_Mannosamine,C03570,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Copromorpha sp905193765,C07151_Metformin,C07151,Copromorpha,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Eubacterium_F sp003491505,C01551_Allantoin,C01551,Eubacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
RGIG8773 sp018110825,C02378_6-Aminohexanoate,C02378,RGIG8773,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alkalihalobacillus_A sp007293315,C00122_Fumarate,C00122,Alkalihalobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-103 sp000432375,C00378_Thiamine,C00378,CAG-103,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Alistipes_A indistinctus,C00092_G6P,C00092,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Collinsella ihuae,C00879_Mucate,C00879,Collinsella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAIFEB01 sp903789375,C00879_Mucate,C00879,CAIFEB01,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UMGS687 sp900545735,C03570_Mannosamine,C03570,UMGS687,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Roseburia intestinalis,C00024_Acetyl CoA,C00024,Roseburia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium disporicum,C00449_Saccharopine,C00449,Clostridium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Bilophila wadsworthia,C01015_Hydroxyproline,C01015,Bilophila,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Aphodousia sp900553105,C00299_Uridine,C00299,Aphodousia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-302 sp001916775,C02679_Dodecanoate,C02679,CAG-302,True,False,False,False,False,False,False,1,Low-Medium (1),Other
QAMH01 sp900544245,C01015_Hydroxyproline,C01015,QAMH01,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Parasutterella excrementihominis,C00383_Malonate,C00383,Parasutterella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Streptococcus parauberis,C00191_Glucuronate,C00191,Streptococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp900543975,C01551_Allantoin,C01551,Prevotella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UMGS1322 sp905214315,C00255_Riboflavin,C00255,UMGS1322,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Sutterella sp900545275,C00417_cis-Aconitate,C00417,Sutterella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Roseburia intestinalis,C02037_Gly-Gly,C02037,Roseburia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes onderdonkii,C02710_N-Acetylleucine,C02710,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UMGS693 sp900544555,C00186_Lactate,C00186,UMGS693,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Streptococcus oralis_BH,C00186_Lactate,C00186,Streptococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Streptococcus macacae,C00186_Lactate,C00186,Streptococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C00299_Uridine,C00299,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
DULI01 sp012840445,C00417_cis-Aconitate,C00417,DULI01,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes_A sp900539755,C00122_Fumarate,C00122,Alistipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Campylobacter_B sp900539505,C06524_Nornicotine,C06524,Campylobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Alkalihalobacillus_A sp007293315,C01879_5-Oxoproline,C01879,Alkalihalobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Barb7 sp001657575,C00092_G6P,C00092,Barb7,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Brachyspira aalborgi,C00491_Cystine,C00491,Brachyspira,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Sediminibacterium sp902168225,C06524_Nornicotine,C06524,Sediminibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Cupidesulfovibrio vulgaris_A,C00449_Saccharopine,C00449,Cupidesulfovibrio,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C11118_1-Methyl-2-pyrrolidinone,C11118,Faecalibacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Dialister sp000434475,C00346_Ethanolamine phosphate,C00346,Dialister,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Prevotella sp002300055,C02155_Gly-Leu,C02155,Prevotella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-177 sp002438685,C02155_Gly-Leu,C02155,CAG-177,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-873 sp900540625,C09815_Benzamide,C09815,CAG-873,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium_B sp900542625,C00383_Malonate,C00383,Fusobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lactobacillus helveticus,C07151_Metformin,C07151,Lactobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA3855 sp017460955,C09815_Benzamide,C09815,UBA3855,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C06524_Nornicotine,C06524,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Fusobacterium sp000235465,C00255_Riboflavin,C00255,Fusobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp017548065,_DCA,,Faecousia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Romboutsia_D sp000686145,C00255_Riboflavin,C00255,Romboutsia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Romboutsia_A weinsteinii,C00255_Riboflavin,C00255,Romboutsia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C00299_Uridine,C00299,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Porphyromonas sp900548415,C00092_G6P,C00092,Porphyromonas,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium_A leptum,C11118_1-Methyl-2-pyrrolidinone,C11118,Clostridium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UMGS687 sp900545735,C00299_Uridine,C00299,UMGS687,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Fusobacterium_B sp900554355,C09815_Benzamide,C09815,Fusobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C11284_3-Indolebutyrate,C11284,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Anaerostipes hadrus,C02037_Gly-Gly,C02037,Anaerostipes,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C01047_N-gamma-Ethylglutamine,C01047,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Pauljensenia turicensis,C00086_Urea,C00086,Pauljensenia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium sp000235465,C00491_Cystine,C00491,Fusobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Phascolarctobacterium_A succinatutens,C00383_Malonate,C00383,Phascolarctobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Neisseria sp000186165,C02710_N-Acetylleucine,C02710,Neisseria,True,False,False,False,False,False,False,1,Low-Medium (1),Other
46-32 sp003243445,C00417_cis-Aconitate,C00417,46-32,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Brachyspira aalborgi,C00086_Urea,C00086,Brachyspira,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lactobacillus amylolyticus,C00491_Cystine,C00491,Lactobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Eubacterium_T sp900766045,C00086_Urea,C00086,Eubacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Actinomyces israelii,C09815_Benzamide,C09815,Actinomyces,True,False,False,False,False,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C01118_o-Succinylhomoserine,C01118,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Onthousia sp900758495,C11118_1-Methyl-2-pyrrolidinone,C11118,Onthousia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Aminipila sp004103735,C02155_Gly-Leu,C02155,Aminipila,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Leptotrichia_A sp001274535,C02037_Gly-Gly,C02037,Leptotrichia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Lactobacillus amylolyticus,C00086_Urea,C00086,Lactobacillus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Fimisoma sp900754795,C11118_1-Methyl-2-pyrrolidinone,C11118,Fimisoma,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Aphodousia sp905212345,C01118_o-Succinylhomoserine,C01118,Aphodousia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
S5-A14a sp000758905,C00086_Urea,C00086,S5-A14a,True,False,False,False,False,False,False,1,Low-Medium (1),Other
W3P20-009 sp015061285,C02155_Gly-Leu,C02155,W3P20-009,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_C callidus,C11118_1-Methyl-2-pyrrolidinone,C11118,Ruminococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Christensenella intestinihominis,C00255_Riboflavin,C00255,Christensenella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Clostridium sp900540255,C02710_N-Acetylleucine,C02710,Clostridium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger sp900540595,C02155_Gly-Leu,C02155,Gemmiger,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Dialister sp000434475,C00255_Riboflavin,C00255,Dialister,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Ruminococcus_D sp900539095,C00255_Riboflavin,C00255,Ruminococcus,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Dialister sp900541605,C02710_N-Acetylleucine,C02710,Dialister,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C02710_N-Acetylleucine,C02710,Faecousia,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Holdemanella sp003458715,C00255_Riboflavin,C00255,Holdemanella,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Desulfovibrio desulfuricans_A,C00092_G6P,C00092,Desulfovibrio,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Carnobacterium maltaromaticum,C00092_G6P,C00092,Carnobacterium,True,False,False,False,False,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C11284_3-Indolebutyrate,C11284,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Ruminococcus_D bicirculans,C05332_Phenethylamine,C05332,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Escherichia coli,C00315_Spermidine,C00315,Escherichia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
CAG-127 sp900319515,C02678_Dodecanedioate,C02678,CAG-127,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium_A mortiferum,C00077_Ornithine,C00077,Fusobacterium,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Ruminiclostridium_E siraeum,C00077_Ornithine,C00077,Ruminiclostridium,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Lachnospira eligens,C02678_Dodecanedioate,C02678,Lachnospira,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Barnesiella intestinihominis,C00315_Spermidine,C00315,Barnesiella,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Sutterella wadsworthensis_A,C00134_Putrescine,C00134,Sutterella,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Phascolarctobacterium faecium,C00315_Spermidine,C00315,Phascolarctobacterium,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Akkermansia muciniphila,C00077_Ornithine,C00077,Akkermansia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Faecimonas sp905209745,C01672_Cadaverine,C01672,Faecimonas,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Alangreenwoodia gallinarii,C02678_Dodecanedioate,C02678,Alangreenwoodia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Fusobacterium_A mortiferum,C00378_Thiamine,C00378,Fusobacterium,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C02714_N-Acetylputrescine,C02714,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacillus intestinalis,C00315_Spermidine,C00315,Faecalibacillus,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Escherichia coli,C00077_Ornithine,C00077,Escherichia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Akkermansia muciniphila,C00315_Spermidine,C00315,Akkermansia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000437735,"C00986_1,3-Diaminopropane",C00986,Lachnospira,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Sutterella wadsworthensis,C00134_Putrescine,C00134,Sutterella,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Holdemanella sp003436425,C00315_Spermidine,C00315,Holdemanella,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Prevotella sp000436035,C00062_Arg,C00062,Prevotella,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Fimenecus sp000432435,C00134_Putrescine,C00134,Fimenecus,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Fimivicinus sp900544375,C00134_Putrescine,C00134,Fimivicinus,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Ruminococcus_D bicirculans,C02678_Dodecanedioate,C02678,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Megasphaera sp000417505,C00077_Ornithine,C00077,Megasphaera,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Megasphaera sp000417505,C00134_Putrescine,C00134,Megasphaera,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Escherichia fergusonii,"C00986_1,3-Diaminopropane",C00986,Escherichia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C00062_Arg,C00062,Lachnospira,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Ruminococcus_D bicirculans,"C00986_1,3-Diaminopropane",C00986,Ruminococcus,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Escherichia fergusonii,C00077_Ornithine,C00077,Escherichia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Ruminiclostridium_E siraeum,C00315_Spermidine,C00315,Ruminiclostridium,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Lachnospira sp000437735,C00062_Arg,C00062,Lachnospira,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Megasphaera sp000417505,C00315_Spermidine,C00315,Megasphaera,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Ruminococcus_E bromii_B,C08277_Sebacate,C08277,Ruminococcus,False,True,False,False,False,False,False,1,Low-Medium (1),Other
RUG705 sp905188025,C00378_Thiamine,C00378,RUG705,False,False,False,True,False,False,False,1,Low-Medium (1),Other
RUG705 sp905188025,C00315_Spermidine,C00315,RUG705,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,"C00986_1,3-Diaminopropane",C00986,Faecousia,False,False,False,True,False,False,False,1,Low-Medium (1),Other
PeH17 sp000435055,C00062_Arg,C00062,PeH17,False,False,False,True,False,False,False,1,Low-Medium (1),Other
Prevotella pectinovora,C00077_Ornithine,C00077,Prevotella,False,False,False,True,False,False,False,1,Low-Medium (1),Other
CAG-103 sp000432375,C00134_Putrescine,C00134,CAG-103,False,False,False,True,False,False,False,1,Low-Medium (1),Polyamine
Actinomyces sp900323545,C01118_o-Succinylhomoserine,C01118,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C01118_o-Succinylhomoserine,C01118,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C01118_o-Succinylhomoserine,C01118,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C01118_o-Succinylhomoserine,C01118,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C00954_Indole-3-acetate,C00954,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00954_Indole-3-acetate,C00954,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C00954_Indole-3-acetate,C00954,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Campylobacter_B sp900539505,C00954_Indole-3-acetate,C00954,Campylobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C00954_Indole-3-acetate,C00954,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C00954_Indole-3-acetate,C00954,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C00954_Indole-3-acetate,C00954,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C06524_Nornicotine,C06524,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C06524_Nornicotine,C06524,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C06524_Nornicotine,C06524,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UMGS687 sp900545735,C06524_Nornicotine,C06524,UMGS687,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C06524_Nornicotine,C06524,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C06524_Nornicotine,C06524,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C01047_N-gamma-Ethylglutamine,C01047,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C01047_N-gamma-Ethylglutamine,C01047,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C01047_N-gamma-Ethylglutamine,C01047,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C01047_N-gamma-Ethylglutamine,C01047,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C01047_N-gamma-Ethylglutamine,C01047,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C00440_5-Methyltetrahydrofolate,C00440,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00440_5-Methyltetrahydrofolate,C00440,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C00440_5-Methyltetrahydrofolate,C00440,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C00440_5-Methyltetrahydrofolate,C00440,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C00440_5-Methyltetrahydrofolate,C00440,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C00440_5-Methyltetrahydrofolate,C00440,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C00299_Uridine,C00299,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00299_Uridine,C00299,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C00299_Uridine,C00299,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Campylobacter_B sp900539505,C00299_Uridine,C00299,Campylobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C00299_Uridine,C00299,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C00383_Malonate,C00383,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00383_Malonate,C00383,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C00383_Malonate,C00383,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C00383_Malonate,C00383,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C00383_Malonate,C00383,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C03570_Mannosamine,C03570,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C03570_Mannosamine,C03570,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Campylobacter_B sp900539505,C03570_Mannosamine,C03570,Campylobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C03570_Mannosamine,C03570,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C03570_Mannosamine,C03570,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C03570_Mannosamine,C03570,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces sp900323545,C05341_beta-Ala-Lys,C05341,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C05341_beta-Ala-Lys,C05341,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Actinomyces gerencseriae,C05341_beta-Ala-Lys,C05341,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA1829 sp900548385,C05341_beta-Ala-Lys,C05341,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900539675,C05341_beta-Ala-Lys,C05341,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-1427 sp900542265,C05341_beta-Ala-Lys,C05341,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Paraclostridium tenue,C00398_Tryptamine,C00398,Paraclostridium,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
Actinomyces gerencseriae,C00398_Tryptamine,C00398,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
Campylobacter_B sp900539505,C00398_Tryptamine,C00398,Campylobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
UBA1829 sp900548385,C00398_Tryptamine,C00398,UBA1829,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
UMGS687 sp900545735,C00398_Tryptamine,C00398,UMGS687,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
CAG-1427 sp900539675,C00398_Tryptamine,C00398,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
